Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,PlayScore,GameScore,CriticScore
Singularity,PC,2010,Shooter,Mastertronic,0,0.04,0,0.01,0.05,76,36,7.7,326,Raven Software,M,8.21,8.95,7.48
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01,0.05,66,8,3.8,18,Dusenberry Martin Racing,E,6.73,7.51,5.95
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,82,46,8,451,Ubisoft Montreal,E10+,8.73,9.43,8.03
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,0.01,0.03,0,0.01,0.05,86,51,8.8,295,Relic,M,8.59,9.29,7.89
Worms Reloaded,PC,2010,Strategy,Team17 Software,0,0.04,0,0.01,0.05,79,28,6.8,185,Team 17,E10+,8.13,8.31,7.94
Far Cry,PC,2004,Shooter,Ubisoft,0,0.04,0,0.01,0.05,89,72,8.1,724,Crytek,M,8.02,8.02,8.03
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,0.04,0,0.01,0.05,72,14,3.8,59,EA Sports,E,6.09,4.87,7.31
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,7.9,451,Maxis,T,8.05,7.88,8.23
Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0,0.01,0.05,93,55,8.8,1128,Relic,M,8.91,9.05,8.76
Supreme Commander,PC,2007,Strategy,THQ,0,0.04,0,0.01,0.05,86,44,8.3,263,Gas Powered Games,E10+,8.49,8.71,8.27
Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0,0.01,0.05,74,41,7.3,261,"id Software, Raven Software",M,7.46,7.63,7.29
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04,71,28,8.1,73,Milestone S.r.l,E,7.2,7.43,6.97
Tropico 3,PC,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.04,79,48,8.1,184,Haemimont,T,8.23,8.51,7.96
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0,0,0.04,83,15,8.6,1620,DONTNOD Entertainment,M,7.89,8.09,7.69
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,0.04,0,0,0.04,76,12,4.3,286,Konami,E,7.71,7.29,8.13
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0,0.03,0,0.04,82,18,8.5,86,WayForward,E10+,8.81,9.62,8.01
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46,Koei Tecmo Games,T,8.07,8.69,7.45
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04,70,33,6.9,28,"Examu, Marvelous Inc.",T,7.93,8.87,6.99
Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0,0.04,69,18,5.9,868,"Capcom, QLOC",M,7.32,7.84,6.8
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04,70,18,5.9,163,EA Games,E10+,7.13,7.02,7.25
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04,46,4,5.8,10,Ubisoft Osaka,E,7.21,8.86,5.57
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.04,45,7,5.6,37,"Prope, Kadokawa",E10+,6.58,7.82,5.35
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0,0,0.04,72,34,6.5,57,Cyanide,T,7.53,7.83,7.22
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04,70,42,7.2,204,Relic,M,7.92,8.9,6.94
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04,78,21,8.5,353,Capcom,M,8.23,8.79,7.67
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04,77,41,7.9,349,Nival Interactive,T,8.07,8.43,7.71
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01,0.04,72,26,8.3,19,5pb,T,7.01,6.79,7.23
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04,87,36,8.6,235,Relic,M,8.28,8.5,8.06
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04,69,28,8.4,73,Pyro Studios,T,7.44,7.7,7.18
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,66,18,6.4,34,Gaming Minds Studios,E,6.3,6.13,6.46
Dead Rising,PS4,2016,Action,Capcom,0.02,0,0.01,0.01,0.04,78,6,6.6,30,Capcom,M,8.01,8.63,7.39
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0,0.03,0,0.01,0.04,94,30,8.8,1520,Rockstar North,M,8.64,9.05,8.23
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,72,8,7.1,31,TT Games,E10+,8.06,8.66,7.47
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0,0.04,81,35,8.9,219,Gas Powered Games,E10+,8.72,9.48,7.96
Lost Planet 3,PC,2013,Shooter,Capcom,0,0.04,0,0,0.04,61,17,6.2,210,Spark Unlimited,T,6.26,6.47,6.05
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0,0,0.04,58,16,7.7,498,Mercury Steam,M,7.39,8.13,6.64
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.02,0.02,0,0,0.04,83,40,7.4,396,Gearbox Software,M,8.1,8.38,7.83
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0,0.03,0,0.04,69,13,7.9,16,Tri-Ace,T,7.76,8.38,7.15
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04,69,44,6.4,83,"Climax Group, Climax Studios",T,7.62,8.59,6.66
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,0.03,0,0,0.04,66,4,7.8,48,Team 17,E10+,7.68,8.73,6.63
Caesar IV,PC,2006,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,74,32,7.6,43,Tilted Mill,E10+,6.99,6.71,7.27
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0,0.03,0,0,0.04,63,11,7.1,34,EA Games,E10+,6.82,7.14,6.49
Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0,0,0.04,73,18,7.5,57,Radical Entertainment,M,7.56,7.62,7.51
Saints Row 2,PC,2009,Action,THQ,0,0.03,0,0.01,0.04,72,24,6.8,380,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M,7.43,7.64,7.23
Trine 2,PC,2011,Platform,Focus Home Interactive,0,0.03,0,0.01,0.04,84,55,8.4,667,"Frozenbyte, Inc.",E10+,8.79,9.43,8.15
World of Goo,PC,2008,Puzzle,2D Boy,0,0.03,0,0.01,0.04,90,26,8.5,607,2D Boy,E,8.74,9.1,8.38
Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0,0.03,0,0,0.04,64,14,7.1,17,"Fusionsphere Systems, Animation Arts",T,7.39,7.74,7.04
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,0.03,0,0.01,0.04,75,47,7.7,478,GSC Game World,M,7.9,8.54,7.26
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0,0.03,0,0.01,0.03,83,26,8.1,242,Nixxes Software,T,8.08,8.24,7.91
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,0.03,53,9,5.1,22,Cyanide,E,7.16,8.08,6.23
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0,0.03,0,0.01,0.03,82,35,8.8,528,Io Interactive,M,8.51,9.19,7.84
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0,0,0.01,0.03,77,15,6.9,15,Gearbox Software,M,8.23,9.13,7.32
Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0.01,0,0,0.03,72,31,7,78,TimeGate Studios,T,7.15,7.17,7.12
Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.03,72,25,7.5,511,Obsidian Entertainment,M,7.54,7.9,7.17
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,61,35,7.4,44,CyberConnect2,T,7.83,9.22,6.45
Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0,0.03,0,0.01,0.03,84,46,8.5,108,Big Huge Games,T,7.72,7.69,7.76
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0,0,0.03,0,0.03,74,13,7.7,23,Studio Saizensen,E,8.05,8.65,7.44
Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0,0.03,0,0,0.03,78,39,8,282,Techland,M,7.68,8.1,7.25
Red Faction: Guerrilla,PC,2009,Shooter,THQ,0,0.03,0,0.01,0.03,82,29,7.5,308,"Volition Inc., Reactor Zero",M,8.42,8.87,7.97
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.03,0,0,0.03,83,55,6.1,684,"Eidos Montreal, Nixxes Software",M,7.71,7.2,8.22
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0.03,0,0,0.03,75,16,6.6,218,Ubisoft Montreal,T,7.13,6.76,7.49
Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0,0,0,0.03,73,12,6.3,15,Insomniac Games,E,7.75,8.12,7.39
Overlord II,PC,2009,Action,Codemasters,0,0.03,0,0,0.03,79,32,8.1,159,Triumph Studios,T,7.99,8.63,7.35
DiRT Rally,PC,2016,Racing,Codemasters,0,0.03,0,0,0.03,86,33,8.7,288,Codemasters,E,8.61,8.74,8.49
Trials Fusion,PC,2014,Racing,Ubisoft,0,0.03,0,0,0.03,80,12,6.8,97,RedLynx,E10+,7.24,6.63,7.85
Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0,0,0.03,80,22,8.1,136,Best Way,M,8.06,8.59,7.54
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,0.03,0,0,0,0.03,88,15,8.8,188,ChunSoft,M,8.97,9.5,8.43
Transformers: Devastation,PC,2015,Action,Activision,0,0.03,0,0,0.03,74,9,7.6,56,PlatinumGames,T,8.35,9.06,7.65
Neverwinter Nights,PC,2002,Role-Playing,Atari,0,0.03,0,0,0.03,91,34,8.2,490,BioWare,T,7.88,8.04,7.71
Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0,0,0,0.03,89,53,8.4,455,ArenaNet,T,8.43,8.44,8.42
Homeworld 2,PC,2003,Strategy,Vivendi Games,0,0.03,0,0,0.03,83,31,8.3,128,Relic,T,7.74,7.64,7.84
Empire Earth II,PC,2005,Strategy,Vivendi Games,0,0.03,0,0,0.03,79,39,7.1,89,Mad Doc Software,T,7.49,7.33,7.64
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0,0,0,0.03,59,14,5.8,162,LucasArts,T,6.2,6.05,6.35
Doom,PC,1992,Shooter,id Software,0.02,0,0,0,0.03,85,44,8.2,1796,id Software,M,8.84,9.38,8.3
SimCity,PC,1988,Simulation,Maxis,0,0.02,0,0.01,0.03,64,75,2.2,4572,Maxis,E10+,6.27,5.98,6.55
GTR Evolution,PC,2008,Racing,Atari,0,0.02,0,0,0.03,83,19,8.2,63,SimBin,E,7.82,7.97,7.67
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0,0.03,0,0,0.03,73,36,6.9,583,"City Interactive, Deck 13",M,6.51,5.92,7.11
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,0.02,0,0,0.03,87,52,8.2,275,Ironclad Games,T,8.11,7.9,8.33
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,0.02,0,0,0.03,90,5,6.8,130,Visual Concepts,E,8.04,7.94,8.14
007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0,0,0.03,70,18,6.3,55,Treyarch,T,7.09,7.31,6.87
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,0.02,0,0,0.03,68,16,5.2,19,Nitro Games,T,6.47,5.72,7.22
Braid,PC,2009,Platform,Number None,0,0.02,0,0,0.03,90,11,8.6,819,"Number None Inc., Knockout Games",E10+,8.4,9.13,7.68
Jack Keane,PC,2008,Adventure,Kalypso Media,0,0.02,0,0,0.03,69,25,7,21,Legacy Interactive,T,6.98,7.1,6.87
Ride,PC,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03,68,8,4.8,30,Milestone S.r.l,E,7.3,7.61,6.99
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.03,73,32,7.4,57,Black Hole Games,M,7.2,7.16,7.25
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0,0.02,0,0,0.03,84,48,7.5,133,Digital Illusions,T,7.88,7.83,7.92
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0,0.02,0,0,0.03,86,46,9,802,Remedy Entertainment,M,8.61,9.03,8.19
Magicka,PC,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.01,0.03,74,44,7.6,602,Arrowhead Game Studios,T,8.1,8.84,7.36
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0,0.03,57,11,7.8,9,Acquire,T,7.6,8.79,6.41
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,0.02,0,0,0.03,72,11,7.5,257,"Mad Doc Software, Rockstar Vancouver",T,7.84,8.27,7.42
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,0.02,0,0,0.03,80,48,6.8,326,EA DICE,T,7.76,7.8,7.72
Lost Planet 2,PC,2010,Shooter,Capcom,0,0.02,0,0,0.03,63,15,6.3,87,Capcom,T,7.04,7,7.08
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0,0.02,0,0,0.03,73,16,7.9,222,Egosoft,T,7.9,8.45,7.34
SWAT 4,PC,2005,Shooter,Vivendi Games,0,0.02,0,0,0.03,85,49,8.6,224,Irrational Games,M,8.12,8.12,8.13
Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0,0,0.03,89,27,8.6,327,Digital Illusions,T,7.84,7.58,8.09
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0,0.03,62,22,6.4,11,"Neon Studios, Kaiko",E10+,7.32,8.38,6.26
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0,0.03,80,51,7.9,159,Gas Powered Games,M,7.42,7.19,7.66
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,0.02,0,0,0.03,74,31,8.4,46,Eidos Interactive,T,7.08,6.78,7.37
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0,0.02,0,0,0.02,57,24,6.7,42,Pandemic Studios,T,6.69,6.77,6.61
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02,58,22,7.1,81,Compile Heart,T,7.53,8.86,6.2
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,0.02,0,0,0.02,82,46,6.5,565,Obsidian Entertainment,T,7.77,7.73,7.82
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0,0,0.02,66,19,7.7,44,Blue Byte,E10+,7.02,7.27,6.77
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0,0.02,0,0,0.02,62,31,6.5,36,The Tangentlemen,M,7.22,8.03,6.42
Demigod,PC,2009,Strategy,Atari,0,0.02,0,0,0.02,76,50,7.9,183,Gas Powered Games,T,7.37,7.26,7.47
SimCity Societies,PC,2007,Simulation,Electronic Arts,0,0.02,0,0,0.02,63,27,4.3,95,Tilted Mill,E10+,6.41,6.45,6.38
Star Trek Online,PC,2010,Role-Playing,Atari,0,0.02,0,0,0.02,66,34,6.2,694,Cryptic Studios,T,7.28,7.66,6.9
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,78,20,7.3,185,Ubisoft Montreal,M,7.96,8.5,7.42
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,79,22,7.9,130,Gearbox Software,M,8.15,8.71,7.59
Ceville,PC,2009,Action,Kalypso Media,0,0.02,0,0,0.02,73,17,8.2,21,Boxed Dream,E,7.72,7.97,7.48
Street Fighter X Tekken,PC,2012,Fighting,Capcom,0,0.02,0,0,0.02,79,8,6.4,134,"Capcom, QLOC",T,6.77,5.84,7.71
Frontlines: Fuel of War,PC,2008,Shooter,THQ,0,0.02,0,0,0.02,73,19,6.9,171,Kaos Studios,T,7.01,6.54,7.47
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0,0.02,68,24,6.7,42,Ubisoft Shanghai,T,7.24,7.46,7.02
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0,0.02,0,0,0.02,78,11,7.8,186,PopCap,E10+,7.42,7.04,7.8
Test Drive Unlimited,PC,2007,Racing,Atari,0,0.02,0,0,0.02,79,18,8.1,124,Eden Studios,T,7.86,8.19,7.54
F1 Race Stars,PC,2012,Racing,Codemasters,0,0.02,0,0,0.02,62,8,5.4,46,Codemasters,E,7.13,7.92,6.35
Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,89,58,9.2,3717,Valve Software,M,8.89,9.36,8.43
Fuel,PC,2009,Racing,Codemasters,0,0.02,0,0,0.02,67,16,6.7,86,Asobo Studio,E,6.91,7.18,6.63
Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0,0,0,0.02,81,26,7.3,399,Trendy Entertainment,E10+,8.45,9.1,7.81
Indigo Prophecy,PC,2005,Adventure,Atari,0,0.02,0,0,0.02,85,41,8.3,375,Quantic Dream,M,7.94,7.98,7.89
Overlord,PC,2007,Strategy,Codemasters,0,0.02,0,0,0.02,81,27,8.1,220,Triumph Studios,T,8.34,9.1,7.58
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02,77,15,6.8,36,EA Canada,E,7.19,6.72,7.66
Quake 4,PC,2005,Shooter,Activision,0,0.02,0,0,0.02,81,62,7.6,281,Raven Software,M,7.69,7.95,7.44
Max Payne,PC,2001,Shooter,Take-Two Interactive,0,0.02,0,0,0.02,89,32,9.1,1016,Remedy Entertainment,M,8.47,8.72,8.21
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,0,0.02,55,19,4.7,34,"Mediascape, CUBETYPE",E10+,7.23,8.5,5.96
Order of War,PC,2009,Strategy,Square Enix,0,0.01,0,0,0.02,69,39,7.3,73,Wargaming.net,T,6.95,6.74,7.16
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.02,69,9,3.7,137,Konami,E,6.65,5.57,7.73
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,65,20,7.3,23,Nippon Ichi Software,T,7.31,7.83,6.78
Spider-Man: Web of Shadows,PC,2008,Action,Activision,0,0.02,0,0,0.02,52,11,7.8,57,"Treyarch, Shaba Games",T,7.1,7.58,6.63
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0,0,0,0.02,79,9,8.5,15,Nordic Games Publishing,M,8.47,9.23,7.7
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0,0.02,0,0,0.02,73,17,5.4,52,Nixxes Software,T,6.83,6.29,7.36
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.02,0,0,0,0.02,65,16,4.6,17,Ubisoft Romania,T,7.01,6.94,7.08
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0,0.02,0,0,0.02,70,40,6.3,374,Flagship Studios,M,7.27,7.27,7.28
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02,26,10,2.4,22,Bandai Namco Games,E10+,6.27,7.74,4.81
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,69,22,7.9,25,ApolloSoft,T,8.18,8.97,7.38
Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0,0.02,0,0,0.02,72,9,6,83,Bugbear,T,6.62,5.9,7.34
Mini Ninjas,PC,2009,Action,Eidos Interactive,0,0.02,0,0,0.02,74,14,8.3,78,Io Interactive,E10+,8,8.68,7.33
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0,0,0,0.02,67,21,6.8,29,Ubisoft,M,7.92,8.79,7.05
Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.02,0,0,0,0.02,71,27,7.1,38,1C:Ino-Co,T,7.48,7.54,7.41
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.02,0,0,0,0.02,79,15,7.2,63,Aspyr,T,7.69,7.68,7.69
Darksiders,PS3,2010,Action,THQ,0.01,0,0,0,0.02,82,73,7.9,319,Vigil Games,M,8.49,8.8,8.17
Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02,89,71,8.3,2191,Obsidian Entertainment,M,8.65,8.56,8.74
James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0,0.02,63,17,7.1,72,Bizarre Creations,T,6.86,7.05,6.68
East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.02,67,28,5.7,49,Nitro Games,T,6.86,6.43,7.29
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,0.02,87,59,8.7,2089,Larian Studios,M,8.72,8.95,8.49
Unreal Tournament 2004,PC,2004,Shooter,Atari,0,0.01,0,0,0.02,93,48,8.9,537,Epic Games,M,8.83,9.39,8.26
Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,0,0.01,0,0,0.02,76,30,7.6,61,Flying Lab Software,T,7.37,7.27,7.46
Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,75,21,7.3,206,Avalanche Studios,M,6.8,6.63,6.97
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02,56,36,5.4,105,Akella,T,6.32,6.37,6.26
Lost: Via Domus,PC,2008,Action,Ubisoft,0,0.01,0,0,0.02,52,22,6,38,Ubisoft Montreal,T,6.34,6.88,5.8
Gears of War,PC,2007,Shooter,Microsoft Game Studios,0,0.01,0,0,0.02,87,36,7.8,567,Epic Games,M,8.2,7.77,8.64
Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,Paradox Interactive,0.01,0,0,0,0.02,72,31,7.3,129,"1C, Ino-Co, 1C Company",T,7.26,7.08,7.45
LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,0,0.01,0,0,0.02,86,20,8.2,64,Traveller's Tales,E10+,7.86,8.08,7.64
Star Trek: Legacy,PC,2006,Simulation,Ubisoft,0,0.01,0,0,0.02,56,25,4,35,Mad Doc Software,E10+,7.36,8.22,6.49
A Vampyre Story,PC,2008,Adventure,Crimson Cow,0,0.01,0,0,0.02,75,33,8.5,25,Autumn Moon,T,7.03,6.77,7.3
Sniper Elite,PC,2005,Shooter,MC2 Entertainment,0,0.01,0,0,0.02,76,13,8,142,Rebellion,M,7.41,7.59,7.23
Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,0.01,0,0,0,0.02,84,55,8.3,231,Splash Damage,T,7.79,7.67,7.9
Quantum Break,PC,2016,Action,Microsoft Game Studios,0,0.01,0,0,0.02,66,14,4.3,539,Remedy Entertainment,M,7.8,8.55,7.04
Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.01,62,24,7.7,169,Compulsion Games,T,7.89,8.92,6.85
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01,72,4,6.2,14,"Milestone, Milestone S.r.l",E,7.42,7.83,7.02
Republique,PS4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01,72,35,5.8,29,"Camouflaj, LLC",M,7.79,8.48,7.09
NBA 2K17,PC,2016,Sports,Take-Two Interactive,0,0.01,0,0,0.01,90,6,6.3,52,Visual Concepts,E,6.9,5.14,8.65
Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0,0.01,0,0,0.01,66,13,6.2,13,Sony Interactive Entertainment,E10+,7.72,8.55,6.88
The Last Remnant,PC,2009,Role-Playing,Square Enix,0,0.01,0,0,0.01,66,23,8.3,240,Square Enix,M,7.54,8.02,7.07
The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01,56,34,6.8,149,"Spidersoft, Spiders",M,6.55,6.83,6.27
Impossible Creatures,PC,2002,Strategy,Microsoft Game Studios,0,0.01,0,0,0.01,72,30,8,39,Relic,T,8.5,9.39,7.61
Sherlock Holmes: The Devil's Daughter,PC,2016,Adventure,Bigben Interactive,0,0.01,0,0,0.01,65,18,7.3,72,Frogwares,T,7.33,7.79,6.87
BattleForge,PC,2009,Strategy,Electronic Arts,0,0.01,0,0,0.01,75,37,7,112,EA Phenomic,T,7.38,7.36,7.4
Rail Simulator,PC,2007,Simulation,Electronic Arts,0,0.01,0,0,0.01,72,13,6.9,24,Kuju Entertainment,E,7.38,7.78,6.98
Marvel: Ultimate Alliance,PC,2006,Role-Playing,Activision,0.01,0,0,0,0.01,82,22,8,52,Raven Software,T,7.52,7.63,7.42
TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01,71,30,7.6,124,Saber Interactive,M,7.35,7.71,6.98
The Chronicles of Riddick: Assault on Dark Athena,PC,2009,Shooter,Vivendi Games,0,0.01,0,0,0.01,80,26,8,136,Starbreeze,M,7.82,8.22,7.43
FlatOut: Ultimate Carnage,PC,2008,Racing,Empire Interactive,0,0.01,0,0,0.01,79,16,7.7,127,Bugbear,T,8.01,8.32,7.71
Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,0.01,0,0,0.01,76,20,7.3,46,Eidos Interactive,T,7.41,7.43,7.38
Super Dungeon Bros,PS4,2016,Action,Nordic Games,0.01,0,0,0,0.01,42,9,2.3,7,React Games,E10+,6.12,7.03,5.21
Sherlock Holmes: The Devil's Daughter,PS4,2016,Adventure,Bigben Interactive,0.01,0,0,0,0.01,70,27,6.8,64,Frogwares,T,7.59,8.25,6.94
Dungeons 2,PS4,2016,Role-Playing,Kalypso Media,0.01,0,0,0,0.01,61,9,7.9,14,Kalypso,T,7.3,8,6.6
Carmageddon: Max Damage,PS4,2016,Action,Stainless Games,0.01,0,0,0,0.01,51,28,5.5,39,Stainless Games,M,6.96,8.19,5.73
Alone in the Dark,PC,2008,Adventure,Atari,0,0.01,0,0,0.01,55,19,5.7,148,Eden Studios,M,6.02,5.66,6.38
Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,0.01,0,0,0.01,63,25,7.5,218,"Mercury Steam, Alchemic Productions",M,7.04,7.38,6.71
