Name,Platform,Year,Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Utawarerumono: Futari no Hakuoro,PS3,2016,16039,0.0,0.0,0.01,0.0,0.01
Utawarerumono: Futari no Hakuoro,PS4,2016,13616,0.0,0.0,0.04,0.0,0.04
Utawarerumono: Futari no Hakuoro,PSV,2016,12934,0.0,0.0,0.05,0.0,0.05
Utawarerumono: Itsuwari no Kamen,PS3,2015,13338,0.0,0.0,0.05,0.0,0.05
Utawarerumono: Itsuwari no Kamen,PS4,2015,12694,0.0,0.0,0.06,0.0,0.06
Utawarerumono: Itsuwari no Kamen,PSV,2015,11845,0.0,0.0,0.07,0.0,0.07
V-Rally 3,GBA,2002,13310,0.03,0.01,0.0,0.0,0.05
V-Rally 3,PS2,2002,12806,0.03,0.02,0.0,0.01,0.06
V-Rally 3,XB,2003,15873,0.01,0.0,0.0,0.0,0.02
V-Rally Edition 99,N64,1998,11047,0.07,0.02,0.0,0.0,0.09
VMX Racing,PS,1997,6112,0.16,0.11,0.0,0.02,0.28
VR Golf '97,PS,1996,8390,0.09,0.06,0.0,0.01,0.17
VR Soccer '96,PS,1996,13282,0.03,0.02,0.0,0.0,0.05
Vacation Isle: Beach Party,Wii,2010,9871,0.09,0.02,0.0,0.01,0.12
Vacation Sports,Wii,2009,10104,0.1,0.01,0.0,0.01,0.11
Vagrant Story,PS,2000,2404,0.30000000000000004,0.2,0.30000000000000004,0.06,0.87
Valentino Rossi: The Game,PC,2016,16247,0.0,0.01,0.0,0.0,0.01
Valentino Rossi: The Game,PS4,2016,12404,0.01,0.05,0.0,0.01,0.06
Valentino Rossi: The Game,XOne,2016,15206,0.0,0.02,0.0,0.0,0.02
Valhalla Knights,PSP,2006,6861,0.15,0.0,0.07,0.01,0.24
Valhalla Knights 2,PSP,2008,7108,0.09,0.0,0.12,0.01,0.23
Valhalla Knights 2: Battle Stance,PSP,2009,13814,0.0,0.0,0.04,0.0,0.04
Valhalla Knights 3,PSV,2013,7888,0.04,0.01,0.12,0.01,0.19
Valhalla Knights: Eldar Saga,Wii,2009,9184,0.1,0.01,0.01,0.01,0.14
Valkyria Chronicles,PS3,2008,1538,0.71,0.2,0.24,0.13,1.29
Valkyria Chronicles,PS4,2016,8411,0.06,0.04,0.05,0.02,0.17
Valkyria Chronicles II,PSP,2010,3730,0.12,0.16,0.18,0.09,0.54
Valkyrie Drive: Bhikkhuni,PSV,2015,11559,0.0,0.01,0.07,0.0,0.08
Valkyrie Profile,PS,1999,2545,0.07,0.05,0.63,0.05,0.81
Valkyrie Profile 2: Silmeria,PS2,2006,4177,0.04,0.03,0.39,0.01,0.47000000000000003
Valkyrie Profile: Covenant of the Plume,DS,2008,4574,0.23,0.02,0.16,0.02,0.42
Valkyrie Profile: Lenneth,PSP,2006,5182,0.17,0.01,0.16,0.02,0.36
Vampire Knight DS,DS,2009,11934,0.0,0.0,0.07,0.0,0.07
Vampire Legends: Power of Three,DS,2010,11927,0.07,0.0,0.0,0.0,0.07
Vampire Mansion: Linda Hyde,DS,2011,14937,0.0,0.02,0.0,0.0,0.02
Vampire Moon: The Mystery of the Hidden Sun,DS,2010,9270,0.12,0.01,0.0,0.01,0.14
Vampire Night,PS2,2001,9302,0.07,0.05,0.0,0.02,0.14
Vampire Rain,X360,2007,7430,0.18,0.0,0.01,0.01,0.21
Vampire Rain: Altered Species,PS3,2008,12684,0.05,0.0,0.0,0.0,0.06
Vampire Savior: The Lord of Vampire,SAT,1998,8078,0.0,0.0,0.18,0.0,0.18
Van Helsing,GBA,2004,10609,0.07,0.03,0.0,0.0,0.1
Van Helsing,PS2,2004,4423,0.22,0.17,0.0,0.06,0.44
Van Helsing,XB,2007,8115,0.13,0.04,0.0,0.01,0.18
Vanark,PS,1999,16138,0.01,0.01,0.0,0.0,0.01
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010,5280,0.09,0.2,0.0,0.07,0.35000000000000003
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,6991,0.08,0.13,0.0,0.03,0.23
Vandal Hearts,PS,1996,4401,0.14,0.09,0.19,0.03,0.45
Vandal Hearts II,PS,1999,10513,0.06,0.04,0.0,0.01,0.1
Vanguard Bandits,PS,1998,11960,0.04,0.03,0.0,0.0,0.07
Vanishing Point,PS,2001,10621,0.06,0.04,0.0,0.01,0.1
Vanquish,PS3,2010,3244,0.21,0.22,0.11,0.09,0.62
Vanquish,X360,2010,4610,0.19,0.17,0.03,0.04,0.42
Vantage Master Portable,PSP,2008,14982,0.0,0.0,0.02,0.0,0.02
Vegas Casino,DS,2007,14321,0.03,0.0,0.0,0.0,0.03
Veggy World,DS,2011,15158,0.02,0.0,0.0,0.0,0.02
Vehicular Combat League presents Motor Mayhem,PS2,2001,8470,0.08,0.06,0.0,0.02,0.16
Velvet Assassin,X360,2009,8155,0.14,0.02,0.01,0.01,0.18
Venetica,PC,2009,12922,0.0,0.04,0.0,0.01,0.05
Venetica,PS3,2010,9551,0.07,0.04,0.0,0.02,0.13
Venetica,X360,2010,9389,0.09,0.03,0.0,0.01,0.13
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,13270,0.0,0.0,0.05,0.0,0.05
Vertigo,Wii,2009,12869,0.05,0.0,0.0,0.0,0.05
Vexx,GC,2003,12474,0.05,0.01,0.0,0.0,0.06
Vexx,PS2,2003,6806,0.12,0.09,0.0,0.03,0.24
Vexx,XB,2003,10441,0.08,0.02,0.0,0.0,0.1
Victorious Boxers: Ippo's Road to Glory,PS2,2000,4173,0.05,0.04,0.38,0.01,0.47000000000000003
Victorious Boxers: Revolution,Wii,2007,9066,0.07,0.0,0.06,0.01,0.14
Victorious: Hollywood Arts Debut,DS,2011,8645,0.14,0.01,0.0,0.01,0.16
Victorious: Time to Shine,X360,2011,9632,0.12,0.0,0.0,0.01,0.13
Victory Spike,PS,1996,16229,0.0,0.0,0.01,0.0,0.01
Victory Zone,PS,1995,10338,0.0,0.0,0.1,0.01,0.11
Vietcong,PC,2003,15457,0.0,0.02,0.0,0.0,0.02
Vietcong: Purple Haze,PS2,2004,8054,0.09,0.07,0.0,0.02,0.18
Vietcong: Purple Haze,XB,2004,11695,0.06,0.02,0.0,0.0,0.08
Viewpoint,PS,1995,11876,0.04,0.03,0.0,0.0,0.07
Viewtiful Joe,GC,2003,3259,0.38,0.1,0.12,0.02,0.62
Viewtiful Joe,PS2,2004,6148,0.14,0.11,0.0,0.04,0.28
Viewtiful Joe 2,GC,2004,7232,0.17,0.04,0.0,0.01,0.22
Viewtiful Joe 2,PS2,2004,7380,0.1,0.08,0.0,0.03,0.21
Viewtiful Joe: Double Trouble!,DS,2005,10348,0.08,0.0,0.01,0.01,0.11
Viewtiful Joe: Red Hot Rumble,GC,2005,12733,0.04,0.01,0.0,0.0,0.06
Viewtiful Joe: Red Hot Rumble,PSP,2006,11145,0.08,0.0,0.0,0.01,0.09
Vigilante 8,N64,1998,5758,0.25,0.06,0.0,0.0,0.31
Vigilante 8,PS,1998,1624,0.68,0.47000000000000003,0.0,0.08,1.23
Vigilante 8: 2nd Offense,N64,2000,10224,0.09,0.02,0.0,0.0,0.11
Vigilante 8: 2nd Offense,PS,1999,4122,0.27,0.18,0.0,0.03,0.48
Viking: Battle for Asgard,PS3,2008,4890,0.14,0.18,0.0,0.07,0.39
Viking: Battle for Asgard,X360,2008,4379,0.16,0.24,0.0,0.05,0.45
Vin Diesel: Wheelman,PS3,2009,5530,0.12,0.15,0.0,0.06,0.33
Vin Diesel: Wheelman,X360,2009,4294,0.24,0.17,0.0,0.05,0.46
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011,15920,0.0,0.0,0.02,0.0,0.02
Virtua Cop,SAT,1995,3239,0.0,0.0,0.62,0.0,0.62
Virtua Cop 2,SAT,1996,5831,0.0,0.0,0.30000000000000004,0.0,0.30000000000000004
Virtua Fighter,SAT,1994,1925,0.17,0.12,0.77,0.02,1.07
Virtua Fighter 2,SAT,1995,890,0.34,0.26,1.3,0.03,1.9300000000000002
Virtua Fighter 3tb,DC,1998,5154,0.0,0.0,0.37,0.0,0.37
Virtua Fighter 4,PS2,2002,962,0.78,0.44,0.56,0.04,1.81
Virtua Fighter 4: Evolution,PS2,2003,2865,0.35000000000000003,0.27,0.0,0.09,0.71
Virtua Fighter 5,PS3,2007,1878,0.29,0.52,0.08,0.2,1.09
Virtua Fighter 5 Online,X360,2007,6188,0.2,0.03,0.03,0.02,0.28
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,10144,0.0,0.0,0.11,0.0,0.11
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995,11271,0.0,0.0,0.08,0.0,0.08
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,10899,0.0,0.0,0.09,0.0,0.09
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,9767,0.0,0.0,0.12,0.0,0.12
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,13091,0.0,0.0,0.05,0.0,0.05
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,13471,0.0,0.0,0.04,0.0,0.04
Virtua Fighter Kids,SAT,1995,7023,0.0,0.0,0.23,0.0,0.23
Virtua Pro Football,PS2,2006,15474,0.0,0.0,0.02,0.0,0.02
Virtua Racing,GEN,1994,6475,0.0,0.0,0.26,0.0,0.26
Virtua Striker 2,DC,1999,5699,0.0,0.0,0.32,0.0,0.32
Virtua Striker 2002,GC,2002,12966,0.01,0.0,0.03,0.0,0.05
Virtua Tennis,GBA,2002,8173,0.13,0.05,0.0,0.0,0.18
Virtua Tennis 2009,PS3,2009,4982,0.09,0.23,0.0,0.07,0.38
Virtua Tennis 2009,Wii,2009,5036,0.13,0.21,0.0,0.04,0.38
Virtua Tennis 2009,X360,2009,5458,0.12,0.18,0.0,0.03,0.33
Virtua Tennis 3,PC,2007,16083,0.0,0.01,0.0,0.0,0.01
Virtua Tennis 3,PS3,2007,1962,0.23,0.59,0.03,0.22,1.06
Virtua Tennis 3,PSP,2007,12842,0.02,0.03,0.0,0.01,0.05
Virtua Tennis 3,X360,2007,13177,0.03,0.02,0.0,0.0,0.05
Virtua Tennis 4,PC,2011,13664,0.0,0.03,0.0,0.01,0.04
Virtua Tennis 4,PS3,2011,4267,0.09,0.25,0.03,0.09,0.46
Virtua Tennis 4,Wii,2011,8876,0.05,0.08,0.0,0.02,0.15
Virtua Tennis 4,X360,2011,6981,0.11,0.1,0.01,0.02,0.23
Virtua Tennis 4: World Tour,PSV,2011,4181,0.05,0.30000000000000004,0.01,0.12,0.47000000000000003
Virtua Tennis: World Tour (US & Others sales),PSP,2005,3029,0.16,0.36,0.0,0.14,0.67
Virtua Tennis: World Tour (jp sales),PSP,2005,14953,0.0,0.0,0.02,0.0,0.02
Virtual Chess 64,N64,1998,12512,0.05,0.01,0.0,0.0,0.06
Virtual Hydlide,SAT,1995,10386,0.0,0.0,0.11,0.0,0.11
Virtual Kasparov,GBA,2002,15489,0.01,0.01,0.0,0.0,0.02
Virtual Pool,PS,1997,3901,0.28,0.19,0.0,0.03,0.51
Virtual Pool 64,N64,1998,10636,0.08,0.02,0.0,0.0,0.1
Virtual Pool: Tournament Edition,XB,2005,14547,0.02,0.01,0.0,0.0,0.03
Virtual Pro Wrestling,PS,1996,10757,0.0,0.0,0.09,0.01,0.1
Virtual Soccer,SNES,1993,3782,0.0,0.0,0.53,0.0,0.53
Virtual Villagers: A New Home,DS,2010,12863,0.04,0.01,0.0,0.0,0.05
Virus,SAT,1997,11633,0.0,0.0,0.08,0.0,0.08
Vitamin R,PSP,2013,15408,0.0,0.0,0.02,0.0,0.02
Vitamin X,PS2,2007,16407,0.0,0.0,0.01,0.0,0.01
Vitamin X Evolution,DS,2008,14307,0.0,0.0,0.03,0.0,0.03
Vitamin X Evolution Plus,PSP,2010,15727,0.0,0.0,0.02,0.0,0.02
Vitamin X to Z,PSP,2011,12666,0.0,0.0,0.06,0.0,0.06
Vitamin X: Detective B6,PSP,2012,15976,0.0,0.0,0.02,0.0,0.02
Vitamin Y,DS,2008,16466,0.0,0.0,0.01,0.0,0.01
Vitamin Z,PS2,2009,14675,0.0,0.0,0.03,0.0,0.03
Vitamin Z Revolution,PSP,2010,15044,0.0,0.0,0.02,0.0,0.02
Viva Pinata,PC,2007,14965,0.0,0.02,0.0,0.0,0.02
Viva Pinata,X360,2006,1126,0.45,0.96,0.02,0.2,1.63
Viva Pinata: Party Animals,X360,2007,6909,0.19,0.03,0.0,0.02,0.24
Viva Pinata: Pocket Paradise,DS,2008,3603,0.27,0.23,0.0,0.06,0.56
Viva Pinata: Trouble in Paradise,X360,2008,4128,0.16,0.25,0.01,0.05,0.48
Viz,N64,1998,6025,0.23,0.06,0.0,0.0,0.29
Volleyball,NES,1987,761,0.14,0.03,1.98,0.0,2.15
Voodoo Chronicles: First Sign,PC,2011,16131,0.01,0.0,0.0,0.0,0.01
Voodoo Vince,XB,2003,9760,0.09,0.03,0.0,0.0,0.12
W.L.O. Sekai Renai Kikousen,X360,2010,15848,0.0,0.0,0.02,0.0,0.02
WCW Backstage Assault,PS,1999,7344,0.12,0.08,0.0,0.01,0.21
WCW Mayhem,N64,1999,2611,0.63,0.15,0.0,0.01,0.79
WCW Mayhem,PS,1998,1649,0.68,0.46,0.0,0.08,1.22
WCW Nitro,N64,1998,7415,0.17,0.04,0.0,0.0,0.21
WCW Nitro,PS,1998,919,1.42,0.36,0.03,0.07,1.88
WCW vs the World,PS,1998,1314,1.17,0.2,0.04,0.05,1.46
WCW vs. nWo: World Tour,N64,1997,1066,1.37,0.28,0.03,0.02,1.69
WCW/NWO Thunder,PS,1998,1067,1.1,0.48,0.04,0.07,1.69
WCW/nWo Revenge,N64,1998,661,1.94,0.39,0.03,0.02,2.38
WRC 2: FIA World Rally Championship,PC,2011,15525,0.0,0.01,0.0,0.0,0.02
WRC 2: FIA World Rally Championship,PS3,2011,8419,0.0,0.13,0.0,0.04,0.17
WRC 2: FIA World Rally Championship,X360,2011,11708,0.0,0.06,0.0,0.01,0.08
WRC 5: FIA World Rally Championship,PS3,2015,9756,0.02,0.09,0.0,0.02,0.12
WRC 5: FIA World Rally Championship,PS4,2015,13014,0.0,0.04,0.0,0.01,0.05
WRC 5: FIA World Rally Championship,PSV,2015,11714,0.0,0.06,0.0,0.02,0.08
WRC 5: FIA World Rally Championship,X360,2015,15812,0.0,0.02,0.0,0.0,0.02
WRC 5: FIA World Rally Championship,XOne,2015,16040,0.0,0.01,0.0,0.0,0.01
WRC: FIA World Rally Championship,PSP,2005,13895,0.02,0.01,0.0,0.01,0.04
WRC: World Rally Championship,PS2,2001,6740,0.12,0.09,0.0,0.03,0.25
WSC REAL 09: World Snooker Championship,PS3,2009,16145,0.0,0.01,0.0,0.0,0.01
WSC REAL 09: World Snooker Championship,X360,2009,16392,0.0,0.01,0.0,0.0,0.01
WSC Real 11: World Snooker Championship,PS3,2011,10941,0.0,0.07,0.0,0.02,0.09
WSC Real 11: World Snooker Championship,X360,2011,13548,0.0,0.04,0.0,0.01,0.04
WTA Tour Tennis,GBA,2002,15795,0.01,0.0,0.0,0.0,0.02
WTA Tour Tennis,PS2,2001,12878,0.03,0.02,0.0,0.01,0.05
WTA Tour Tennis,XB,2002,16141,0.01,0.0,0.0,0.0,0.01
WTF: Work Time Fun,PSP,2005,13671,0.04,0.0,0.0,0.0,0.04
WWE '12,PS3,2011,1714,0.53,0.46,0.02,0.17,1.18
WWE '12,Wii,2011,5235,0.24,0.09,0.0,0.03,0.36
WWE '12,X360,2011,1560,0.74,0.4,0.0,0.12,1.27
WWE '13,PS3,2012,1399,0.51,0.62,0.0,0.26,1.3900000000000001
WWE '13,Wii,2012,8683,0.12,0.02,0.0,0.01,0.16
WWE '13,X360,2012,1547,0.72,0.45,0.0,0.11,1.28
WWE 2K14,PS3,2013,1686,0.49,0.49,0.0,0.21,1.19
WWE 2K14,X360,2013,1813,0.64,0.39,0.0,0.1,1.13
WWE 2K15,PS3,2014,2445,0.36,0.35000000000000003,0.0,0.14,0.85
WWE 2K15,PS4,2014,1810,0.38,0.56,0.0,0.19,1.13
WWE 2K15,X360,2014,2943,0.38,0.26,0.0,0.06,0.6900000000000001
WWE 2K15,XOne,2014,3615,0.28,0.23,0.0,0.04,0.56
WWE 2K16,PS3,2015,3485,0.21,0.27,0.0,0.09,0.58
WWE 2K16,PS4,2015,1675,0.41000000000000003,0.6000000000000001,0.0,0.19,1.2
WWE 2K16,X360,2015,3971,0.27,0.19,0.0,0.04,0.5
WWE 2K16,XOne,2015,3458,0.31,0.22,0.0,0.05,0.58
WWE All Stars,3DS,2011,7071,0.15,0.06,0.0,0.02,0.23
WWE All Stars,PS2,2011,10141,0.05,0.04,0.0,0.01,0.11
WWE All Stars,PS3,2011,4663,0.16,0.18,0.0,0.07,0.42
WWE All Stars,PSP,2011,7994,0.12,0.04,0.0,0.03,0.19
WWE All Stars,Wii,2011,7506,0.11,0.07,0.0,0.02,0.2
WWE All Stars,X360,2011,5318,0.18,0.14,0.0,0.03,0.35000000000000003
WWE Crush Hour,GC,2003,11635,0.06,0.02,0.0,0.0,0.08
WWE Crush Hour,PS2,2003,5295,0.17,0.13,0.0,0.04,0.35000000000000003
WWE Day of Reckoning,GC,2004,4396,0.35000000000000003,0.09,0.0,0.01,0.45
WWE Day of Reckoning 2,GC,2005,5388,0.26,0.07,0.0,0.01,0.34
WWE Raw 2,XB,2003,3591,0.43,0.11,0.0,0.02,0.56
WWE Road to WrestleMania X8,GBA,2002,6333,0.19,0.07,0.0,0.0,0.27
WWE SmackDown vs Raw 2008,DS,2007,9747,0.11,0.01,0.0,0.01,0.12
WWE SmackDown vs Raw 2008,PS2,2007,678,0.92,0.0,0.01,1.4100000000000001,2.34
WWE SmackDown vs Raw 2008,PS3,2007,1467,0.62,0.5,0.01,0.21,1.33
WWE SmackDown vs Raw 2008,PSP,2007,1690,0.45,0.47000000000000003,0.0,0.28,1.19
WWE SmackDown vs Raw 2008,Wii,2007,2101,0.38,0.5,0.0,0.11,0.99
WWE SmackDown vs Raw 2008,X360,2007,1340,0.92,0.38,0.0,0.13,1.44
WWE SmackDown vs. RAW 2007,PS2,2006,597,1.4,0.88,0.03,0.26,2.58
WWE SmackDown vs. RAW 2007,PSP,2006,3044,0.33,0.2,0.0,0.14,0.67
WWE SmackDown vs. RAW 2007,X360,2006,3919,0.44,0.03,0.0,0.04,0.51
WWE SmackDown vs. Raw 2009,DS,2008,7970,0.15,0.02,0.0,0.01,0.19
WWE SmackDown vs. Raw 2009,PS2,2008,1609,0.6900000000000001,0.0,0.0,0.55,1.24
WWE SmackDown vs. Raw 2009,PS3,2008,2191,0.51,0.31,0.01,0.13,0.9500000000000001
WWE SmackDown vs. Raw 2009,PSP,2008,2734,0.41000000000000003,0.21,0.0,0.14,0.75
WWE SmackDown vs. Raw 2009,Wii,2008,2482,0.44,0.31,0.0,0.08,0.8300000000000001
WWE SmackDown vs. Raw 2009,X360,2008,2255,0.58,0.26,0.0,0.08,0.92
WWE SmackDown vs. Raw 2010,DS,2009,3739,0.35000000000000003,0.14,0.0,0.05,0.54
WWE SmackDown vs. Raw 2010,PS2,2009,1927,0.53,0.01,0.0,0.54,1.07
WWE SmackDown vs. Raw 2010,PS3,2009,1715,0.48,0.49,0.01,0.2,1.18
WWE SmackDown vs. Raw 2010,PSP,2009,3270,0.25,0.23,0.0,0.14,0.62
WWE SmackDown vs. Raw 2010,Wii,2009,2740,0.51,0.17,0.0,0.07,0.75
WWE SmackDown vs. Raw 2010,X360,2009,1983,0.56,0.38,0.01,0.11,1.05
WWE SmackDown vs. Raw 2011,PS2,2010,5072,0.24,0.07,0.0,0.07,0.38
WWE SmackDown vs. Raw 2011,PS3,2010,1857,0.44,0.46,0.01,0.18,1.1
WWE SmackDown vs. Raw 2011,PSP,2010,2893,0.22,0.31,0.0,0.17,0.71
WWE SmackDown vs. Raw 2011,Wii,2010,4171,0.30000000000000004,0.13,0.0,0.04,0.47000000000000003
WWE SmackDown vs. Raw 2011,X360,2010,2357,0.44,0.36,0.0,0.08,0.88
WWE SmackDown! Here Comes the Pain,PS2,2003,525,1.32,1.06,0.04,0.38,2.8
WWE SmackDown! Shut Your Mouth,PS2,2002,467,1.45,1.13,0.07,0.38,3.02
WWE SmackDown! vs. RAW 2006,PS2,2005,487,1.45,1.11,0.04,0.33,2.94
WWE SmackDown! vs. RAW 2006,PSP,2005,4809,0.36,0.01,0.0,0.03,0.4
WWE SmackDown! vs. Raw,PS2,2002,519,1.32,1.08,0.04,0.39,2.83
WWE Survivor Series,GBA,2004,9417,0.09,0.04,0.0,0.0,0.13
WWE WrestleMania 21,XB,2005,4391,0.34,0.1,0.0,0.02,0.45
WWE Wrestlemania X8,GC,2002,4033,0.38,0.1,0.0,0.01,0.49
WWE Wrestlemania XIX,GC,2003,5468,0.26,0.07,0.0,0.01,0.33
WWF Attitude,N64,1999,2886,0.5700000000000001,0.13,0.0,0.01,0.71
WWF Attitude,PS,1998,990,1.27,0.42,0.0,0.07,1.76
WWF No Mercy,N64,2000,1261,1.2,0.27,0.02,0.02,1.5
WWF Raw,XB,2002,3641,0.4,0.13,0.0,0.02,0.55
WWF SmackDown!,PS,2000,359,2.01,1.35,0.06,0.16,3.58
WWF SmackDown! 2: Know Your Role,PS,2000,424,1.76,1.21,0.07,0.16,3.2
WWF SmackDown! Just Bring It,PS2,2001,531,1.19,1.15,0.04,0.41000000000000003,2.79
WWF War Zone,N64,1998,1474,1.08,0.24,0.0,0.02,1.33
WWF War Zone,PS,1998,398,2.47,0.76,0.0,0.13,3.36
WWF WrestleMania 2000,N64,1999,1281,1.2,0.25,0.02,0.02,1.48
WWF Wrestlemania: The Arcade Game,PS,1995,12801,0.03,0.02,0.0,0.0,0.06
WWF in Your House,PS,1996,3242,0.35000000000000003,0.24,0.0,0.04,0.62
WWII Aces,Wii,2008,6057,0.27,0.0,0.0,0.02,0.29
Wacky Races: Crash & Dash,DS,2008,7457,0.19,0.0,0.0,0.01,0.21
Wacky Races: Crash & Dash,Wii,2008,5877,0.27,0.01,0.0,0.02,0.30000000000000004
Wacky World of Sports,Wii,2009,11117,0.08,0.0,0.0,0.01,0.09
Wade Hixton's Counter Punch,GBA,2004,16448,0.01,0.0,0.0,0.0,0.01
Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,15322,0.01,0.01,0.0,0.0,0.02
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,8552,0.08,0.06,0.0,0.02,0.16
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,12925,0.04,0.01,0.0,0.0,0.05
Walk it Out!,Wii,2010,4255,0.36,0.06,0.0,0.04,0.46
Wall-E,DS,2008,1304,0.46,0.8300000000000001,0.0,0.17,1.46
Wall-E,PC,2008,15800,0.0,0.01,0.0,0.0,0.02
Wall-E,PS2,2008,2733,0.21,0.0,0.0,0.54,0.75
Wall-E,PS3,2008,4795,0.12,0.21,0.0,0.08,0.4
Wall-E,PSP,2008,3105,0.29,0.22,0.0,0.14,0.65
Wall-E,Wii,2008,2036,0.51,0.4,0.0,0.11,1.02
Wall-E,X360,2008,3278,0.29,0.26,0.0,0.07,0.62
Wallace & Gromit in Project Zoo,GC,2003,11981,0.05,0.01,0.0,0.0,0.07
Wallace & Gromit in Project Zoo,PS2,2003,6959,0.11,0.09,0.0,0.03,0.23
Wallace & Gromit in Project Zoo,XB,2003,14593,0.02,0.01,0.0,0.0,0.03
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,9861,0.06,0.05,0.0,0.02,0.12
Wallace & Gromit: Curse of the Were-Rabbit,XB,2005,16171,0.01,0.0,0.0,0.0,0.01
Walt Disney Pictures Presents Enchanted,DS,2007,12244,0.04,0.01,0.0,0.01,0.07
Walt Disney Pictures Presents: The Wild,GBA,2006,9530,0.09,0.03,0.0,0.0,0.13
Walt Disney World Quest: Magical Racing Tour,PS,2000,4399,0.25,0.17,0.0,0.03,0.45
Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000,11236,0.05,0.03,0.0,0.01,0.09
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003,6637,0.12,0.1,0.0,0.03,0.25
Wand of Fortune,PS2,2009,16371,0.0,0.0,0.01,0.0,0.01
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,14884,0.0,0.0,0.03,0.0,0.03
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,14859,0.0,0.0,0.03,0.0,0.03
Wand of Fortune Portable,PSP,2010,16024,0.0,0.0,0.01,0.0,0.01
Wand of Fortune R,PSV,2016,16031,0.0,0.0,0.01,0.0,0.01
Wand of Fortune: Mirai e no Prologue,PS2,2010,16395,0.0,0.0,0.01,0.0,0.01
Wand of Fortune: Mirai e no Prologue Portable,PSP,2010,16007,0.0,0.0,0.01,0.0,0.01
Wangan Midnight,PS3,2007,14149,0.0,0.0,0.03,0.0,0.03
Wangan Midnight Portable,PSP,2007,15003,0.0,0.0,0.02,0.0,0.02
Wantame Fortune Channel,DS,2007,12719,0.0,0.0,0.06,0.0,0.06
Wantame Music Channel: Doko Demo Style,DS,2007,9436,0.0,0.0,0.13,0.0,0.13
Wanted: Weapons of Fate,PS3,2009,5937,0.14,0.1,0.01,0.05,0.30000000000000004
Wanted: Weapons of Fate,X360,2009,5139,0.17,0.15,0.0,0.04,0.37
Wappy Dog,DS,2011,6085,0.27,0.0,0.0,0.02,0.29
War Gods,N64,1997,6032,0.23,0.06,0.0,0.0,0.29
War Gods,PS,1996,14905,0.01,0.01,0.0,0.0,0.03
War Leaders: Clash of Nations,PC,2009,15312,0.0,0.02,0.0,0.0,0.02
War for the Overworld,PC,2015,16289,0.0,0.01,0.0,0.0,0.01
War of the Monsters,PS2,2003,3753,0.26,0.2,0.0,0.07,0.54
WarCraft II: The Dark Saga,PS,1997,5705,0.18,0.12,0.0,0.02,0.31
WarJetz,PS2,2001,13696,0.02,0.02,0.0,0.01,0.04
WarTech: Senko no Ronde,X360,2006,13557,0.04,0.0,0.0,0.0,0.04
Warcraft II: Tides of Darkness,PC,1995,268,1.7000000000000002,2.27,0.0,0.23,4.21
Warcraft III: Reign of Chaos,PC,2002,9518,0.03,0.08,0.0,0.02,0.13
Warcraft III: The Frozen Throne,PC,2003,1214,0.58,0.87,0.0,0.09,1.54
Warcraft: Orcs & Humans,PC,1994,808,0.89,1.08,0.0,0.11,2.08
"Warhammer 40,000: Dawn of War",PC,2004,13141,0.01,0.03,0.0,0.01,0.05
"Warhammer 40,000: Dawn of War II",PC,2009,4182,0.0,0.45,0.0,0.02,0.47000000000000003
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,10694,0.08,0.01,0.0,0.01,0.1
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,11487,0.0,0.06,0.0,0.02,0.08
"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,15488,0.0,0.02,0.0,0.0,0.02
"Warhammer 40,000: Fire Warrior",PS2,2003,8729,0.08,0.06,0.0,0.02,0.15
"Warhammer 40,000: Space Marine",PC,2011,7534,0.09,0.09,0.0,0.03,0.2
"Warhammer 40,000: Space Marine",PS3,2011,4247,0.13,0.25,0.0,0.09,0.46
"Warhammer 40,000: Space Marine",X360,2011,3525,0.25,0.27,0.0,0.06,0.5700000000000001
"Warhammer 40,000: Squad Command",DS,2007,12238,0.05,0.01,0.0,0.01,0.07
"Warhammer 40,000: Squad Command",PSP,2007,5524,0.11,0.14,0.0,0.08,0.33
