,Name,Platform,Play Score,Game Score,Critic Score
372,Batman: Arkham Origins,Xbox 360,8.41,9.47,7.35
373,Bloodstained: Ritual of the Night,PC,8.79,9.47,8.1
374,Soul Sacrifice Delta,PS Vita,8.77,9.47,8.08
375,Reventure,PC,8.55,9.47,7.63
376,INSIDE,PC,8.96,9.47,8.45
377,Oddworld: Stranger's Wrath HD,PS3,8.7,9.47,7.93
378,Saint Seiya: Soldiers' Soul,PS3,7.77,9.47,6.06
379,Destroy All Humans!,PC,8.47,9.47,7.47
380,Battlefield 4,Xbox 360,8.8,9.47,8.12
381,Dragon's Dogma: Dark Arisen,PS4,8.51,9.47,7.56
382,Plants vs. Zombies,iOS,9.06,9.47,8.65
383,Titanfall 2,PC,8.95,9.47,8.44
384,NEKO-NIN exHeart,PC,8.01,9.47,6.54
385,Pokemon Sun,3DS,9.06,9.47,8.64
386,Agent A: A puzzle in disguise,iOS,8.76,9.47,8.05
387,LISA: The Painful,PC,8.27,9.47,7.08
388,Super Mario Maker 2,Switch,9.08,9.47,8.69
389,Valiant Hearts: The Great War,PC,8.7,9.47,7.94
390,Saints Row IV,Xbox 360,8.74,9.47,8.02
391,Wuppo,PC,8.57,9.47,7.68
392,Twin Breaker: A Sacred Symbols Adventure,PS4,8.31,9.47,7.15
393,SOMA,PC,8.79,9.47,8.11
394,Warriors Orochi 3,PS3,8.44,9.47,7.42
395,What Remains of Edith Finch,PC,9.04,9.47,8.62
396,Earth Defense Force 5,PS4,8.33,9.46,7.19
397,PewDiePie: Legend of the Brofist,iOS,8.39,9.46,7.31
398,Mass Effect,Xbox 360,8.88,9.46,8.29
399,Yakuza Kiwami 2,PC,8.8,9.46,8.14
400,Freedom Planet,PC,8.68,9.46,7.91
401,Phoenix Wright: Ace Attorney - Spirit of Justice,3DS,8.78,9.46,8.11
402,Diablo III,Xbox 360,8.86,9.46,8.25
403,Metal Gear Solid V: The Phantom Pain,Xbox 360,9.04,9.46,8.62
404,Call of Duty: Ghosts,Xbox 360,8.43,9.46,7.41
405,Dead Island: Riptide,Xbox 360,7.58,9.46,5.71
406,Stardew Valley,iOS,8.92,9.46,8.39
407,Thomas Was Alone,iOS,8.93,9.46,8.39
408,Pony Island,PC,8.91,9.46,8.36
409,Dead Space 3,Xbox 360,8.62,9.46,7.79
410,Uncharted: The Lost Legacy,PS4,8.98,9.46,8.5
411,Skullgirls,PC,8.62,9.46,7.77
412,GRIS,PS4,8.64,9.46,7.82
413,Captain Tsubasa: Rise of New Champions,PS4,8.44,9.46,7.42
414,Steel Empire,3DS,8.54,9.46,7.62
415,Titanfall,Xbox 360,8.86,9.46,8.26
416,Game Dev Tycoon,PC,8.05,9.46,6.65
417,DeathSpank,PS3,8.58,9.46,7.69
418,Madden NFL 25,Xbox 360,8.53,9.46,7.6
419,Etrian Odyssey IV: Legends of the Titan,3DS,8.76,9.46,8.06
420,HIVESWAP: Act 1,PC,8.64,9.46,7.82
421,Contradiction,PC,8.4,9.46,7.34
422,Ni no Kuni: Wrath of the White Witch,Switch,8.79,9.45,8.13
423,Metro: Last Light,Xbox 360,8.69,9.45,7.93
424,Tomb Raider,PC,8.83,9.45,8.2
425,SteamWorld Heist,Wii U,8.72,9.45,8.0
426,Horizon Zero Dawn,PS4,9.12,9.45,8.79
427,Hatsune Miku: Project Mirai DX,3DS,8.52,9.45,7.58
428,Bioshock Infinite,PC,9.27,9.45,9.08
429,Kingdom Rush Vengeance,iOS,8.97,9.45,8.49
430,Reigns: Her Majesty,iOS,8.8,9.45,8.15
431,The Legend of Heroes: Trails of Cold Steel II,PS4,8.68,9.45,7.9
432,Onimusha: Warlords,PS4,8.4,9.45,7.35
433,FTL: Faster Than Light,PC,8.76,9.45,8.08
434,Skate City,iOS,8.63,9.45,7.81
435,Mass Effect,PS3,8.77,9.45,8.1
436,Plants vs. Zombies: Garden Warfare,PS3,8.45,9.45,7.45
437,ANOTHER EDEN,iOS,8.77,9.45,8.09
438,Up Left Out,iOS,8.66,9.45,7.87
439,Deathsmiles,PC,8.45,9.45,7.45
440,Piffle,iOS,8.64,9.45,7.83
441,Cardinal Quest 2,iOS,8.39,9.45,7.33
442,Bloons TD 5,iOS,8.33,9.45,7.2
443,The Binding of Isaac,PC,8.88,9.45,8.32
444,"Warhammer 40,000: Dawn of War-Dark Crusade",PC,8.7,9.45,7.95
445,DEADBOLT,PC,8.42,9.45,7.39
446,Fallout: New Vegas,PC,8.79,9.44,8.13
447,Dragon Ball Z: Battle of Z,Xbox 360,7.5,9.44,5.55
448,Burger Shop 2,iOS,8.65,9.44,7.87
449,Resident Evil 5,PS4,8.31,9.44,7.18
450,Saints Row: The Third,PC,8.72,9.44,8.0
451,Psychonauts,PC,8.55,9.44,7.67
452,Axiom Verge,PS4,8.77,9.44,8.11
453,CATS: Crash Arena Turbo Stars,iOS,8.49,9.44,7.55
454,Lara Croft GO,iOS,8.81,9.44,8.18
455,Orcs Must Die!,PC,8.55,9.44,7.67
456,ROME: Total War,iOS,8.72,9.44,8.0
457,Motorsport Manager Mobile 2,iOS,8.99,9.44,8.54
458,One Piece: Pirate Warriors 3,PS3,8.17,9.44,6.91
459,Bloodstained: Ritual of the Night,PS4,8.88,9.44,8.32
460,Picross 3D: Round 2,3DS,8.76,9.44,8.09
461,Yuppie Psycho,PC,8.74,9.44,8.05
462,Battle Chef Brigade,PC,8.53,9.44,7.63
463,My Singing Monsters,iOS,8.63,9.44,7.83
464,Love You To Bits,iOS,8.78,9.44,8.12
465,Red Dead Redemption 2,PS4,9.47,9.44,9.5
466,Burrito Bison: Launcha Libre,iOS,8.8,9.43,8.17
467,DRAGON BALL LEGENDS,iOS,8.25,9.43,7.08
468,Reigns: Game of Thrones,iOS,8.79,9.43,8.15
469,Dark Souls III,PS4,9.1,9.43,8.77
470,Lethal League,PC,8.34,9.43,7.25
471,Senran Kagura: Estival Versus,PC,8.28,9.43,7.13
472,Quadropus Rampage,iOS,8.78,9.43,8.13
473,Door Kickers,iOS,8.87,9.43,8.31
474,Plants vs. Zombies,PS3,8.66,9.43,7.9
475,The Legend of Heroes: Trails of Cold Steel,PC,8.28,9.43,7.13
476,Antichamber,PC,8.83,9.43,8.24
477,TowerFall Ascension,PC,8.92,9.43,8.4
478,Hellblade: Senua's Sacrifice,PS4,8.88,9.43,8.33
479,Hyperdimension Neptunia Re;Birth1,PC,8.28,9.43,7.13
480,Stella Glow,3DS,8.51,9.43,7.58
481,Trine 2,PC,8.79,9.43,8.15
482,Stephen's Sausage Roll,PC,8.78,9.43,8.13
483,Tiny Bubbles,iOS,9.1,9.43,8.77
484,Hero Hunters,iOS,8.85,9.43,8.27
485,Tomb Raider: Definitive Edition,PS4,8.8,9.43,8.17
486,Child of Light,PS4,8.73,9.43,8.03
487,Samorost 3,PC,8.65,9.43,7.87
488,Ni no Kuni: Wrath of the White Witch Remastered,PS4,8.9,9.43,8.38
489,Dust: An Elysian Tail,PC,8.58,9.43,7.74
490,Severed,PS Vita,8.79,9.43,8.16
491,Sound Shapes,PS3,8.89,9.43,8.36
492,Hyper Light Drifter,PS4,8.7,9.42,7.97
493,Style Savvy: Fashion Forward,3DS,8.32,9.42,7.21
494,Dark Souls Remastered,PS4,8.92,9.42,8.41
495,Animal Crossing: Pocket Camp,iOS,8.5,9.42,7.58
496,The Room,iOS,8.91,9.42,8.39
497,God of War III Remastered,PS4,8.74,9.42,8.05
498,Detroit: Become Human,PS4,8.68,9.42,7.94
499,N++,PC,8.62,9.42,7.83
500,Bloons TD 6,iOS,8.45,9.42,7.47
501,The House of Da Vinci 2,iOS,8.63,9.42,7.83
502,South Park: The Stick of Truth,Xbox 360,8.83,9.42,8.24
503,The Procession to Calvary,PC,8.64,9.42,7.86
504,Pokémon: Magikarp Jump,iOS,8.07,9.42,6.71
505,"Jungle Rumble: Freedom, Happiness and Bananas",iOS,8.44,9.42,7.47
506,Dragon Ball Xenoverse,PS3,8.13,9.42,6.85
507,Judgment,PS4,8.74,9.42,8.06
508,Corpse Party,3DS,8.53,9.42,7.64
509,Bravely Second: End Layer,3DS,8.75,9.42,8.08
510,The Jackbox Party Pack 6,PC,8.47,9.42,7.53
511,Hotline Miami 2: Wrong Number,PS3,8.7,9.41,7.98
512,Dragalia Lost,iOS,8.59,9.41,7.76
513,Old School RuneScape,iOS,8.69,9.41,7.96
514,SEUM: Speedrunners from Hell,PC,8.24,9.41,7.06
515,Down the Rabbit Hole,PC,8.1,9.41,6.79
516,Shadow of the Colossus,PS4,9.16,9.41,8.91
517,Super Stardust Ultra,PS4,8.37,9.41,7.33
518,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,8.62,9.41,7.82
519,GORN,PC,8.78,9.41,8.14
520,Arcade Spirits,PC,8.66,9.41,7.91
521,Space Pioneer,iOS,8.91,9.41,8.41
522,Plague Inc.,iOS,8.66,9.41,7.92
523,Megadimension Neptunia VII,PS4,8.28,9.41,7.14
524,Bastion,PC,8.9,9.41,8.39
525,Dead Cells,iOS,8.75,9.41,8.09
526,Hungry Dragon,iOS,8.49,9.41,7.57
527,Yoshi's Crafted World,Switch,8.66,9.41,7.92
528,Scalak,iOS,8.59,9.41,7.77
529,Kick-Flight,iOS,8.59,9.41,7.78
530,Fire Emblem Fates: Birthright,3DS,8.82,9.41,8.23
531,Hotline Miami 2: Wrong Number,PS Vita,8.63,9.41,7.85
532,Hotline Miami 2: Wrong Number,PS4,8.59,9.41,7.77
533,Dragon Ball Fusions,3DS,8.24,9.4,7.08
534,Rez Infinite,PS4,8.99,9.4,8.58
535,Hatsune Miku: Project Diva F 2nd,PS Vita,8.63,9.4,7.85
536,Assemble with Care,iOS,8.6,9.4,7.8
537,Tearaway,PS Vita,9.05,9.4,8.7
538,Medieval II: Total War,PC,8.82,9.4,8.23
539,Dissembler,iOS,8.85,9.4,8.31
540,Metroid: Samus Returns,3DS,8.91,9.4,8.41
541,Nishan Shaman,iOS,8.65,9.4,7.91
542,Skullgirls,iOS,8.42,9.4,7.45
543,Alphabear 2,iOS,8.73,9.4,8.05
544,Skiing Yeti Mountain,iOS,8.63,9.4,7.87
545,Sound Shapes,PS Vita,8.87,9.4,8.33
546,PewDiePie's Tuber Simulator,Android,8.11,9.4,6.82
547,Duet,Android,8.79,9.4,8.18
548,Postknight,Android,8.53,9.4,7.66
549,Sky: Children of the Light,Android,8.97,9.4,8.53
550,Deemo,Android,8.48,9.4,7.56
551,Tacticool - 5v5 shooter,Android,8.65,9.4,7.9
552,Bitcoin Billionaire,Android,8.63,9.4,7.85
553,Disco Zoo,Android,8.35,9.4,7.3
554,Blendoku,Android,8.41,9.4,7.42
555,Super Cat Bros,Android,8.72,9.4,8.03
556,Super Stardust Delta,PS Vita,8.74,9.4,8.09
557,Summoner's Greed: Idle TD Endless Waves,Android,8.29,9.4,7.18
558,Super Cat Tales 2,Android,8.58,9.4,7.76
559,Cube Escape: The Cave,Android,8.49,9.4,7.58
560,The Frostrune,Android,8.47,9.4,7.53
561,Quadropus Rampage,Android,8.74,9.4,8.07
562,Polyforge,Android,8.45,9.4,7.51
563,Lost in Harmony,Android,8.77,9.4,8.14
564,DoDonPachi Resurrection,PC,8.8,9.4,8.19
565,Skiing Yeti Mountain,Android,8.79,9.4,8.18
566,Iron Marines,Android,8.81,9.4,8.22
567,The House of da Vinci,Android,8.71,9.4,8.03
568,Kingdom Rush,Android,8.88,9.4,8.36
569,Disco Elysium,PC,9.22,9.4,9.05
570,Blackwell Epiphany,PC,8.75,9.4,8.1
571,The Forest,PC,8.74,9.4,8.08
572,Frog Detective 2: The Case of the Invisible Wizard,PC,8.57,9.4,7.75
573,Mutazione,iOS,8.74,9.4,8.08
574,Aggretsuko : the short timer strikes back,Android,8.0,9.4,6.6
575,Rune Factory 4 Special,Switch,8.71,9.4,8.02
576,Celeste,PS4,8.91,9.4,8.42
577,Dragon Quest VIII: Journey of the Cursed King,3DS,8.92,9.4,8.44
578,Leo's Fortune,Android,8.83,9.4,8.26
579,J-Stars Victory Vs+,PS Vita,7.98,9.4,6.56
580,Gravity Rush Remastered,PS4,8.66,9.4,7.92
581,Lifeline: Whiteout,Android,8.49,9.4,7.58
582,Doom & Destiny Advanced,Android,7.96,9.4,6.53
583,Just Dance 2020,Switch,8.33,9.39,7.27
584,Borderlands: Game of the Year Edition,PS4,8.49,9.39,7.59
585,Dead Cells,PS4,8.94,9.39,8.49
586,Team Fortress 2,PC,8.83,9.39,8.26
