,Name,Platform,Play Score,Game Score,Critic Score
4776,Golf Zero,iOS,8.41,8.6,8.22
4777,Kirby's Blowout Blast,3DS,7.67,8.6,6.74
4778,Ninja Gaiden Sigma 2 Plus,PS Vita,7.8,8.6,6.99
4779,Gundam Versus,PS4,7.81,8.6,7.02
4780,Beyond Blue,Xbox One,7.77,8.6,6.93
4781,Disaster Report 4 Plus: Summer Memories,PS4,6.91,8.6,5.21
4782,Magicka 2,PS4,7.88,8.6,7.16
4783,Sally's Law,iOS,8.34,8.6,8.08
4784,LEGO Marvel Super Heroes 2,Xbox One,7.87,8.6,7.13
4785,Alice: Madness Returns,PC,8.01,8.6,7.43
4786,Gear Jack Black Hole,iOS,7.68,8.6,6.77
4787,Tom Clancy's The Division,PS4,8.3,8.6,7.99
4788,Vessel,PS3,8.17,8.6,7.75
4789,Super Dangerous Dungeons,iOS,8.11,8.6,7.62
4790,Time Surfer,Android,8.61,8.6,8.62
4791,Lovers in a Dangerous Spacetime,PS4,8.24,8.6,7.88
4792,Summoners War,Android,8.16,8.6,7.72
4793,EA SPORTS UFC,Android,7.98,8.6,7.35
4794,Basketball Stars,Android,8.26,8.6,7.92
4795,Tinker Island,Android,7.94,8.6,7.28
4796,Into the Dead 2: Zombie Survival,Android,8.13,8.6,7.66
4797,ZigZag,Android,8.25,8.6,7.91
4798,Doomsday Clicker,Android,8.04,8.6,7.48
4799,Homescapes,Android,8.22,8.6,7.84
4800,Turbo Dismount,Android,8.13,8.6,7.66
4801,eFootball PES 2020,Android,8.1,8.6,7.6
4802,Design Home,Android,7.77,8.6,6.93
4803,F1 Manager,Android,8.04,8.6,7.48
4804,Plants vs. Zombies,Android,8.49,8.6,8.38
4805,Rival Kingdoms: Age of Ruin,Android,8.32,8.6,8.03
4806,Vector 2,Android,7.98,8.6,7.36
4807,Horrorfield - Multiplayer Survival Horror Game,Android,7.99,8.6,7.38
4808,Jurassic World™ Alive,Android,7.52,8.6,6.44
4809,Talking Tom Hero Dash,Android,7.73,8.6,6.86
4810,Contract Killer: Sniper,Android,7.8,8.6,7.0
4811,MARVEL Future Fight,Android,7.74,8.6,6.89
4812,Disney Emoji Blitz,Android,7.88,8.6,7.16
4813,Last Day on Earth: Survival,Android,8.08,8.6,7.56
4814,ZENONIA  5,Android,7.98,8.6,7.35
4815,Battle Bay,Android,8.01,8.6,7.42
4816,Plants vs. Zombies Heroes,Android,8.34,8.6,8.09
4817,World of Warships Blitz,Android,8.2,8.6,7.81
4818,Clicker Heroes,Android,7.94,8.6,7.27
4819,Empires and Allies,Android,8.13,8.6,7.66
4820,Brave Nine - Tactical RPG,Android,8.3,8.6,8.0
4821,Clash of Lords 2: Heroes War,Android,7.74,8.6,6.88
4822,Golf Clash,Android,8.0,8.6,7.41
4823,Marvel Contest of Champions,Android,7.93,8.6,7.25
4824,Evolution: Battle for Utopia,Android,8.02,8.6,7.43
4825,Overkill 3,Android,7.95,8.6,7.3
4826,Plague Inc.,Android,8.31,8.6,8.02
4827,Run Sackboy! Run!,Android,7.98,8.6,7.36
4828,Where's My Water? 2,Android,7.82,8.6,7.03
4829,SpongeBob: Krusty Cook-Off,Android,7.77,8.6,6.93
4830,Disney Heroes: Battle Mode,Android,7.93,8.6,7.26
4831,Real Boxing 2 ROCKY,Android,7.94,8.6,7.28
4832,Looney Tunes™ World of Mayhem,Android,7.8,8.6,7.0
4833,Assassin's Creed Rebellion,Android,8.06,8.6,7.52
4834,Angel Stone,Android,8.19,8.6,7.78
4835,Stormblades,Android,7.92,8.6,7.24
4836,Super Stickman Golf 2,Android,8.39,8.6,8.19
4837,Jurassic Monster World: Dinosaur War 3D FPS,Android,7.77,8.6,6.93
4838,Dead Effect 2,Android,8.09,8.6,7.57
4839,Exos Heroes,Android,8.27,8.6,7.94
4840,Heroic - Magic Duel,Android,7.84,8.6,7.07
4841,Sonic Forces,Android,8.0,8.6,7.41
4842,Wonder Tactics,Android,8.07,8.6,7.53
4843,Caravan War: Heroes and Tower Defense,Android,8.09,8.6,7.58
4844,Injustice 2,Android,8.01,8.6,7.42
4845,BRITNEY SPEARS: AMERICAN DREAM,Android,7.94,8.6,7.28
4846,WWE SuperCard – Multiplayer Card Battle Game,Android,8.04,8.6,7.49
4847,Evil Hunter Tycoon - Nonstop Fighting & Building,Android,8.09,8.6,7.58
4848,Epic Seven,Android,8.3,8.6,8.0
4849,Among the Sleep,PC,7.67,8.6,6.74
4850,Transworld Endless Skater,Android,8.19,8.6,7.78
4851,Langrisser,Android,8.3,8.6,8.0
4852,NinjAwesome,Android,8.02,8.6,7.44
4853,EvoCreo,Android,7.94,8.6,7.28
4854,Game of Thrones Beyond the Wall,Android,7.51,8.6,6.42
4855,Honkai Impact 3rd,Android,8.19,8.6,7.78
4856,Geostorm,Android,8.07,8.6,7.54
4857,Pull My Tongue,Android,8.09,8.6,7.58
4858,Football Manager 2020 Mobile,Android,8.32,8.6,8.03
4859,Goat Simulator,Android,7.99,8.6,7.39
4860,Otherworld Legends,Android,7.68,8.6,6.76
4861,Battlejack: Blackjack RPG,Android,8.04,8.6,7.49
4862,FINAL BLADE,Android,8.07,8.6,7.53
4863,Heroes of Dragon Age,Android,7.62,8.6,6.65
4864,FINAL FANTASY TACTICS : WotL,Android,8.12,8.6,7.63
4865,RAID HQ,Android,8.28,8.6,7.96
4866,Zenge,Android,7.79,8.6,6.98
4867,Flipping Legend,Android,8.35,8.6,8.11
4868,Star Wars: Knights of the Old Republic,Android,8.38,8.6,8.16
4869,Carcassonne: Official Board Game -Tiles & Tactics,Android,8.19,8.6,7.78
4870,Cubie Adventure,Android,8.17,8.6,7.73
4871,Escapists 2: Pocket Breakout,Android,8.12,8.6,7.63
4872,GRID Autosport,Android,8.5,8.6,8.41
4873,Hidden Survivor,Android,8.19,8.6,7.78
4874,NieR: Automata,PC,8.3,8.6,7.99
4875,Hammer Bomb - Creepy Dungeons!,Android,8.19,8.6,7.78
4876,Monsters with Attitude: Online Smash & Brawl PvP,Android,8.17,8.6,7.74
4877,Mimpi,Android,7.94,8.6,7.28
4878,Trials Frontier,Android,8.04,8.6,7.49
4879,Heroes and Castles,Android,7.82,8.6,7.03
4880,ENYO,Android,8.18,8.6,7.76
4881,Basket Fall,iOS,8.04,8.6,7.48
4882,Ragnarok Odyssey ACE,PS Vita,7.82,8.6,7.04
4883,Anomaly Defenders,Android,8.35,8.6,8.1
4884,klocki,Android,8.31,8.6,8.03
4885,Wonder Tactics,iOS,8.09,8.6,7.58
4886,DISSIDIA FINAL FANTASY OPERA OMNIA,Android,8.11,8.6,7.62
4887,UNCHARTED: Fortune Hunter,Android,7.92,8.6,7.24
4888,Lamp and Vamp,Android,8.47,8.6,8.34
4889,Terraforming Mars,Android,8.44,8.6,8.28
4890,Castlevania: Lords of Shadow - Mirror of Fate,3DS,7.83,8.6,7.05
4891,Monster Hunter Stories,Android,8.13,8.6,7.66
4892,King Oddball,PS Vita,7.73,8.6,6.86
4893,BDSM: Big Drunk Satanic Massacre,PC,7.35,8.6,6.09
4894,Vista Golf,iOS,8.11,8.6,7.62
4895,Angry Birds Go!,Android,7.94,8.6,7.29
4896,Go Rally,iOS,8.18,8.6,7.77
4897,If Found...,iOS,8.58,8.6,8.55
4898,Skyward,iOS,7.65,8.6,6.7
4899,FINAL FANTASY V,Android,8.31,8.6,8.03
4900,Call of Cthulhu,PS4,7.42,8.6,6.23
4901,Pac-Man Championship Edition 2,PS4,8.28,8.6,7.95
4902,Tomb Raider Legend,PC,8.13,8.6,7.67
4903,Sentinel 4: Dark Star,Android,8.19,8.6,7.78
4904,Total War Battles: KINGDOM,iOS,7.78,8.6,6.97
4905,Missile Command: Recharged,Android,7.75,8.6,6.91
4906,Green Hell,PC,8.14,8.6,7.68
4907,Cooking Mama: Sweet Shop,3DS,7.34,8.6,6.08
4908,KARDS - The WWII Card Game,PC,8.18,8.6,7.76
4909,Batman: Arkham Origins Blackgate - Deluxe Edition,PS3,7.31,8.6,6.02
4910,"Guns, Gore & Cannoli",Xbox One,7.91,8.6,7.22
4911,Dream Machine - The Game,Android,8.16,8.6,7.73
4912,Drop Wizard Tower,Android,8.23,8.6,7.86
4913,Verdun,PC,7.91,8.6,7.22
4914,Northgard,PC,8.17,8.6,7.75
4915,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,PS Vita,7.9,8.6,7.2
4916,Sheltered,Android,7.91,8.6,7.23
4917,Causality,Android,8.37,8.6,8.15
4918,Mafia II: Definitive Edition,PS4,7.52,8.6,6.44
4919,GTA: Chinatown Wars,Android,8.21,8.6,7.82
4920,ICE,Android,7.63,8.6,6.66
4921,Avadon 3: The Warborn,PC,8.03,8.6,7.46
4922,River City: Tokyo Rumble,3DS,7.8,8.6,7.01
4923,Wilson's Heart,PC,8.16,8.6,7.73
4924,I Am The Hero,PS4,7.74,8.6,6.89
4925,MXGP 2019,PS4,7.76,8.6,6.92
4926,Evoland,Android,7.71,8.59,6.83
4927,Race for the Galaxy,Android,8.41,8.59,8.22
4928,Naruto Shippuden: Ultimate Ninja Storm 4,PC,8.31,8.59,8.02
4929,Shadow Blade Zero,Android,8.49,8.59,8.39
4930,Tropico 6,PC,8.07,8.59,7.55
4931,The Blind Prophet,PC,7.63,8.59,6.66
4932,Lollipop Chainsaw,Xbox 360,7.8,8.59,7.01
4933,CastleStorm VR Edition,PS4,8.05,8.59,7.51
4934,The X-Files: Deep State,iOS,7.51,8.59,6.43
4935,CastleStorm: Definitive Edition,PS4,8.01,8.59,7.43
4936,Monument Valley 2,iOS,8.56,8.59,8.53
4937,Baldur's Gate II: Shadows of Amn,PC,8.43,8.59,8.28
4938,IRON CRYPTICLE,PS4,7.93,8.59,7.26
4939,Dark Souls II: Scholar of the First Sin,PC,8.44,8.59,8.29
4940,DomiNations,iOS,8.12,8.59,7.64
4941,Sword Art Online: Alicization Lycoris,PS4,7.36,8.59,6.12
4942,Tannenberg,PC,7.69,8.59,6.78
4943,Primal Carnage: Extinction,PS4,7.19,8.59,5.79
4944,On Rusty Trails,PC,8.11,8.59,7.63
4945,F1 2016,PS4,8.37,8.59,8.14
4946,Beyond a Steel Sky,PC,7.95,8.59,7.32
4947,Kim Kardashian: Hollywood,Android,7.89,8.59,7.18
4948,Papa Pear Saga,iOS,7.96,8.59,7.33
4949,3D Thunder Blade,3DS,7.87,8.59,7.15
4950,The Awesome Adventures of Captain Spirit,Xbox One,8.14,8.59,7.68
4951,MLB 15: The Show,PS Vita,8.05,8.59,7.5
4952,Skylanders SWAP Force,PS3,8.25,8.59,7.91
4953,Avo!,iOS,8.15,8.59,7.71
4954,Jupiter Jump,iOS,7.97,8.59,7.35
4955,RIDE 2,PS4,7.68,8.59,6.77
4956,Resident Evil Zero HD Remaster,PC,7.73,8.59,6.87
4957,Dustforce,PS3,7.95,8.59,7.3
4958,Star Wars Jedi Knight: Jedi Academy,PS4,7.91,8.59,7.23
4959,Kingdom: Two Crowns,PC,8.16,8.59,7.73
4960,Men of War,PC,8.06,8.59,7.54
4961,Dex,PC,8.01,8.59,7.44
4962,Dota Underlords,iOS,8.17,8.59,7.75
4963,F1 2017,PC,8.47,8.59,8.36
4964,Octogeddon,PC,8.23,8.59,7.88
4965,Sonic Mania,Xbox One,8.45,8.59,8.32
4966,Devil May Cry 4: Special Edition,Xbox One,8.06,8.59,7.54
4967,Redout: Enhanced Edition,PC,8.1,8.59,7.62
4968,Assassin's Creed Chronicles: China,PS4,7.62,8.59,6.66
4969,Paperbound,PS4,7.75,8.59,6.91
4970,RunGunJumpGun,PC,8.17,8.59,7.75
4971,RACE THE SUN,Wii U,8.0,8.59,7.42
4972,Ace Combat Infinity,PS3,7.5,8.59,6.42
4973,Merchants of Kaidan,Android,7.51,8.59,6.42
4974,Mobile Royale,iOS,8.23,8.59,7.88
4975,World War Z,PS4,7.73,8.59,6.88
4976,The Witch and the Hundred Knight 2,PS4,7.36,8.59,6.13
4977,Ittle Dew,Android,8.07,8.59,7.55
4978,Battle Chasers: Nightwar,Xbox One,8.18,8.59,7.77
4979,Xenowerk,iOS,8.24,8.59,7.89
4980,Blek,Android,8.39,8.58,8.2
4981,Type:Rider,Android,8.02,8.58,7.45
4982,Genesis Alpha One,PS4,7.83,8.58,7.09
4983,Groove Planet,iOS,8.19,8.58,7.79
4984,Abyss Odyssey,PS3,7.87,8.58,7.15
4985,Hyperdimension Neptunia U: Action Unleashed,PS Vita,7.64,8.58,6.7
4986,Super DRAGON BALL Heroes: World Mission,Switch,7.77,8.58,6.96
4987,Pure,PS3,8.24,8.58,7.9
4988,F1 2018,PC,8.43,8.58,8.28
4989,Tiny Troopers: Joint Ops,PS3,7.45,8.58,6.33
4990,Assetto Corsa Competizione,PS4,7.86,8.58,7.14
4991,Songbringer,PS4,7.82,8.58,7.06
4992,VOEZ,iOS,8.39,8.58,8.2
4993,Card Hunter,PC,8.07,8.58,7.55
4994,Pinball FX3,PC,8.31,8.58,8.04
4995,From Other Suns,PC,8.1,8.58,7.63
4996,Dawn of Man,PC,7.91,8.58,7.25
4997,The Bug Butcher,PC,8.16,8.58,7.73
4998,Skate 3,PS3,8.11,8.58,7.65
4999,SOL INVICTUS: The Gamebook,Android,8.06,8.58,7.53
5000,Dark Lands,iOS,7.82,8.58,7.07
5001,Firewatch,PC,8.41,8.58,8.24
5002,Bladed Fury,PC,7.81,8.58,7.04
5003,PAC-MAN and the Ghostly Adventures,PS3,7.56,8.58,6.55
5004,Deer Hunter 2014,iOS,8.27,8.58,7.95
5005,Bulletstorm: Full Clip Edition,PC,7.91,8.58,7.24
5006,NASCAR Heat 3,PS4,7.46,8.58,6.34
5007,Phantom Doctrine,PS4,7.98,8.58,7.37
5008,Shardlight,PC,8.02,8.58,7.46
5009,Saints Row IV: Re-Elected + Gat out of Hell,Xbox One,8.14,8.58,7.69
5010,YANKAI'S TRIANGLE,iOS,8.33,8.58,8.08
5011,Electronic Super Joy,Wii U,8.04,8.58,7.49
5012,Mafia II,PS3,7.93,8.58,7.27
5013,Apsulov: End of Gods,PC,7.87,8.58,7.16
5014,3D Fantasy Zone,3DS,8.1,8.58,7.62
5015,Bulletstorm: Full Clip Edition,PS4,8.13,8.58,7.68
5016,Ninja Gaiden Sigma 2,PS3,8.41,8.58,8.24
5017,WRC 8 FIA World Rally Championship,Xbox One,8.05,8.58,7.53
5018,Quest of Dungeons,Wii U,7.93,8.58,7.28
5019,Atelier Ryza: Ever Darkness & the Secret Hideout,PC,8.06,8.58,7.54
5020,Combo Quest,iOS,7.98,8.58,7.39
5021,Epic Skater,iOS,8.17,8.58,7.77
5022,RIDE 2,PC,7.79,8.58,7.0
5023,LEGO Jurassic World,Xbox 360,7.99,8.58,7.41
5024,Terminator: Resistance,PS4,6.97,8.58,5.36
5025,The Beginner's Guide,PC,8.05,8.58,7.52
5026,Overlive: A Zombie Survival Story and RPG,Android,7.8,8.58,7.03
5027,DISSIDIA FINAL FANTASY OO,iOS,8.12,8.58,7.67
5028,StarCraft II: Wings of Liberty,PC,8.88,8.58,9.19
5029,Super Arc Light,Android,8.1,8.58,7.62
5030,Rebel Cops,Android,8.18,8.58,7.78
5031,Rain World,PS4,7.34,8.58,6.1
5032,MXGP 2019,PC,7.97,8.58,7.37
5033,Cat Quest II,Xbox One,8.14,8.58,7.71
5034,Children of Morta,Xbox One,8.16,8.58,7.75
5035,Fist of Awesome,Android,7.74,8.58,6.9
5036,Death Road to Canada,Xbox One,8.05,8.57,7.52
5037,AxE: Alliance vs Empire,iOS,7.83,8.57,7.08
5038,Shadow Blade: Reload,PS4,7.52,8.57,6.47
5039,Asdivine Hearts,Wii U,7.64,8.57,6.71
5040,Ratchet & Clank: All 4 One,PS3,7.86,8.57,7.15
5041,Galaxy Run,iOS,7.92,8.57,7.27
5042,Replica,PC,7.77,8.57,6.96
5043,Sid Meier's Civilization VI,Switch,8.51,8.57,8.44
5044,Atelier Lydie & Suelle: Alchemists of the Mysterious Painting,PS4,7.84,8.57,7.1
5045,Forgotten Memories : Alternate Realities,iOS,7.96,8.57,7.35
5046,Gryphon Knight Epic,PC,7.69,8.57,6.81
5047,ITTA,PC,8.18,8.57,7.78
5048,Layers of Fear 2,PS4,7.8,8.57,7.02
5049,Fallout 3,PS3,8.41,8.57,8.25
5050,FRACTER,Android,8.11,8.57,7.64
5051,The Blackout Club,PC,7.74,8.57,6.9
5052,THOTH,PC,7.93,8.57,7.29
5053,Blade Strangers,Switch,8.0,8.57,7.42
5054,Forza Horizon 2,Xbox One,8.6,8.57,8.63
5055,NBA Live 19,PS4,7.96,8.57,7.36
5056,Dead Island: Riptide,PS3,7.47,8.57,6.37
5057,Tyranny,PC,8.31,8.57,8.04
5058,Hey! PIKMIN,3DS,7.76,8.57,6.96
5059,Playstation Vita Pets,PS Vita,7.51,8.57,6.46
5060,Amazing Discoveries In Outer Space,PS4,7.85,8.57,7.13
5061,Badland: Game of the Year Edition,Wii U,8.03,8.57,7.5
5062,Hypergalactic Psychic Table Tennis 3000,PC,7.8,8.57,7.03
5063,Darksiders: Warmastered Edition,PC,7.93,8.57,7.28
5064,MotoGP 19,Xbox One,8.16,8.57,7.75
5065,MouseCraft,PS3,7.86,8.57,7.16
5066,Giana Sisters: Twisted Dreams - Director's Cut,PS4,8.12,8.57,7.67
5067,Disney Infinity,PS3,7.98,8.57,7.39
5068,The Spectrum Retreat,PS4,7.82,8.57,7.07
5069,Demise of Nations,iOS,8.2,8.57,7.83
5070,Valley,Xbox One,7.64,8.57,6.71
5071,The Beast Inside,PC,7.83,8.57,7.1
5072,No Man's Sky,Xbox One,8.18,8.57,7.8
5073,RIGS Mechanized Combat League,PS4,8.09,8.57,7.62
5074,Rangers of Oblivion,iOS,7.74,8.57,6.91
5075,Shards of Infinity,iOS,8.48,8.57,8.39
5076,Company of Heroes,iOS,8.44,8.57,8.3
5077,Rogue Legacy,Xbox One,8.27,8.57,7.98
5078,Metro Exodus,Xbox One,8.35,8.57,8.13
5079,Donut County,PC,8.03,8.57,7.5
5080,Metal Gear Rising: Revengeance,PS3,8.02,8.57,7.48
5081,Autumn Dynasty Warlords,iOS,8.3,8.57,8.04
5082,Amigo Pancho,iOS,8.12,8.57,7.67
5083,Alien: Blackout,iOS,7.68,8.57,6.79
5084,Nano Assault NEO-X,PS4,7.69,8.57,6.81
5085,Stealth Inc: A Clone in the Dark,PS Vita,8.16,8.56,7.75
5086,Resident Evil 6,PS3,7.85,8.56,7.13
5087,Need for Speed: Most Wanted,Xbox 360,8.21,8.56,7.86
5088,Inazuma Eleven 3: Bomb Blast,3DS,7.87,8.56,7.18
5089,Blackwell 1: Legacy,iOS,8.06,8.56,7.55
5090,Silent Hunter III,PC,8.3,8.56,8.04
5091,Skylanders SWAP Force,Xbox 360,8.17,8.56,7.79
5092,Trials Rising,Switch,8.07,8.56,7.58
5093,Monster Energy Supercross - The Official Videogame 3,Switch,7.82,8.56,7.07
5094,Little Misfortune,PC,7.98,8.56,7.39
5095,River City: Rival Showdown,3DS,7.96,8.56,7.36
5096,Brass,iOS,8.32,8.56,8.08
5097,Through the Darkest of Times,PC,7.82,8.56,7.07
5098,Sproggiwood,iOS,8.47,8.56,8.39
5099,Bendy and the Ink Machine,Xbox One,7.84,8.56,7.12
5100,Railway Empire,Xbox One,7.91,8.56,7.25
5101,Overkill 3,iOS,7.98,8.56,7.39
5102,Shadow Tactics: Blades of the Shogun,Xbox One,8.23,8.56,7.91
5103,ONE PIECE: Burning Blood,PS4,7.66,8.56,6.75
5104,Crysis 2,PS3,8.36,8.56,8.16
5105,Saints Row: The Third Remastered,Xbox One,7.96,8.56,7.37
5106,Magic Flute: Puzzle Adventure,Android,8.37,8.56,8.18
5107,MotorStorm: Apocalypse,PS3,8.13,8.56,7.7
5108,Space Chicks,iOS,8.39,8.56,8.22
5109,Sorcery! 3,PC,7.8,8.56,7.04
5110,Ratchet & Clank Future: Quest for Booty,PS3,8.0,8.56,7.44
5111,The Wizards - Enhanced Edition,PS4,7.91,8.56,7.26
5112,Pillars of Eternity,PC,8.65,8.56,8.74
5113,Silly Sausage in Meat Land,iOS,8.4,8.56,8.24
5114,Attack on Titan 2,PC,7.99,8.56,7.41
5115,Yooka-Laylee and the Impossible Lair,Xbox One,8.27,8.56,7.98
5116,Burnout Paradise: The Ultimate Box,PC,8.41,8.56,8.25
5117,Sushi Striker: The Way of Sushido,3DS,7.99,8.56,7.42
5118,Deponia Doomsday,PC,8.08,8.56,7.59
5119,Dream Daddy,iOS,8.32,8.56,8.08
5120,Wolfenstein: The New Order,Xbox One,8.22,8.56,7.89
5121,Stick Tennis Tour,iOS,7.98,8.56,7.41
5122,Pathologic Classic HD,PC,8.05,8.56,7.54
5123,Lovers in a Dangerous Spacetime,Xbox One,8.3,8.56,8.05
5124,NHL 20,PS4,8.08,8.56,7.61
5125,Shadow Blade,iOS,8.42,8.56,8.28
5126,Lapis x Labyrinth,PS4,7.87,8.56,7.17
5127,Code Name S.T.E.A.M.,3DS,7.89,8.56,7.22
5128,"Gremlins, Inc.",PC,8.14,8.56,7.72
5129,Little Orpheus,iOS,8.11,8.56,7.67
5130,PRO EVOLUTION SOCCER 2019,PS4,8.14,8.56,7.73
5131,Warcraft III: Reign of Chaos,PC,8.61,8.56,8.67
5132,Terminator: Resistance,Xbox One,7.13,8.56,5.69
5133,Ghostbusters: The Video Game,PC,7.97,8.56,7.38
5134,Sparkle 2,PS4,7.8,8.56,7.05
5135,The Last of Us: Part II,PS4,8.89,8.56,9.22
5136,7'scarlet,PS Vita,8.2,8.56,7.84
5137,Hohokum,PS3,7.93,8.56,7.31
5138,FIFA 19,Switch,7.98,8.56,7.41
5139,Chronology,PC,7.62,8.56,6.68
5140,Over 9000 Zombies!,PC,7.34,8.56,6.13
5141,Gemini Rue,PC,8.05,8.56,7.55
5142,Conception II: Children of the Seven Stars,3DS,7.47,8.56,6.39
5143,60 Parsecs!,PC,7.79,8.55,7.02
5144,Remember Me,PS3,7.93,8.55,7.3
5145,Super Stardust Ultra VR,PS4,7.72,8.55,6.88
5146,Tiny Archers,iOS,7.98,8.55,7.41
5147,Neverwinter,PS4,7.89,8.55,7.23
5148,Dead Island: Survivors,iOS,8.04,8.55,7.53
5149,Heart&Slash,PS4,7.81,8.55,7.07
5150,Murasaki Baby,PS Vita,7.79,8.55,7.03
5151,Borderlands 3,Xbox One,8.31,8.55,8.07
5152,F1 2012,PS3,8.26,8.55,7.96
5153,Disney Infinity: Marvel Super Heroes - 2.0 Edition,PS3,7.86,8.55,7.16
5154,Space Run,PC,7.92,8.55,7.29
5155,Mount & Blade: With Fire and Sword,PC,7.69,8.55,6.84
5156,Portal Knights,PS4,7.87,8.55,7.18
5157,Star Trek Fleet Command,iOS,8.32,8.55,8.09
5158,Ketchapp Winter Sports,iOS,7.43,8.55,6.31
5159,UNCHARTED: Fortune Hunter,iOS,8.01,8.55,7.46
5160,Sakura Swim Club,PC,7.13,8.55,5.71
5161,Plants vs. Zombies: Garden Warfare 2,Xbox One,8.25,8.55,7.95
5162,Pirate Pop Plus,Wii U,7.98,8.55,7.42
5163,Dynasty Warriors 8: Empires,PS4,7.49,8.55,6.42
5164,LEGO Batman 3: Beyond Gotham,Xbox One,8.02,8.55,7.48
5165,MouseBot,iOS,7.71,8.55,6.87
5166,Quantum Break,PC,7.8,8.55,7.04
5167,Need for Speed,PS4,7.8,8.55,7.04
5168,Black Paradox,iOS,7.92,8.55,7.29
5169,Nights of Azure,PS4,7.75,8.55,6.95
5170,Labyrinth of Refrain: Coven of Dusk,PS4,7.93,8.55,7.31
5171,Sneaky Sneaky,iOS,8.41,8.55,8.26
5172,System Shock: Enhanced Edition,PC,8.17,8.55,7.78
5173,HtoL#NiQ: The Firefly Diary,PS Vita,7.36,8.55,6.17
5174,Dead by Daylight,PS4,7.73,8.55,6.92
5175,Home Sweet Home,PS4,7.53,8.55,6.51
5176,Call of Duty: Advanced Warfare,PS3,8.33,8.55,8.11
5177,Beyond: Two Souls,PS3,7.94,8.55,7.34
5178,Gear.Club,iOS,8.26,8.55,7.97
5179,F1 2013,PS3,8.09,8.55,7.64
5180,Children of Zodiarcs,PS4,8.04,8.55,7.54
5181,Trine 4: The Nightmare Prince,Xbox One,8.25,8.55,7.96
5182,Heavy Rain,PS3,8.42,8.55,8.3
5183,DriveClub,PS4,7.84,8.55,7.13
5184,Fieldrunners 2,PC,8.3,8.55,8.05
5185,Ragnarok Odyssey,PS Vita,7.85,8.55,7.15
5186,Sunless Sea,iOS,8.38,8.55,8.22
5187,Never Alone: Ki Edition,iOS,8.41,8.55,8.27
5188,My Majesty,iOS,7.57,8.54,6.59
5189,Tumble VR,PS4,7.66,8.54,6.78
5190,Cosmophony,Wii U,8.02,8.54,7.49
5191,Chaos;Child,PS Vita,8.07,8.54,7.6
5192,Wild Guns: Reloaded,PS4,7.88,8.54,7.21
5193,Just Dance 2014,PS4,7.98,8.54,7.41
5194,"Warhammer 40,000: Sanctus Reach",PC,7.76,8.54,6.98
5195,MXGP - The Official Motocross Videogame,PS3,7.6,8.54,6.66
5196,Radiation City,iOS,7.7,8.54,6.87
5197,Evergarden,iOS,8.4,8.54,8.26
5198,Code Vein,Xbox One,7.98,8.54,7.42
5199,Iron Force,iOS,7.51,8.54,6.47
5200,Under Defeat HD: Deluxe Edition,PS3,7.86,8.54,7.18
5201,Tempest 4000,PS4,8.04,8.54,7.54
5202,Ben 10,Switch,7.29,8.54,6.04
5203,Wrassling,iOS,8.37,8.54,8.2
5204,Falcon Age,PS4,7.77,8.54,7.01
5205,Ice Age Scrat's Nutty Adventure!,PS4,7.09,8.54,5.64
5206,DOOM 64,Xbox One,8.1,8.54,7.66
5207,This War of Mine,iOS,8.48,8.54,8.42
5208,Gauntlet: Slayer Edition,PS4,7.97,8.54,7.39
5209,Song of Horror,PC,7.9,8.54,7.27
5210,Battlefield Hardline,PS4,7.95,8.54,7.36
5211,The Outer Worlds,Switch,7.78,8.54,7.02
5212,NBA 2K15,Xbox One,8.36,8.54,8.19
5213,Battleborn Tap,iOS,7.26,8.54,5.97
5214,Call of Duty: Warzone,PS4,8.27,8.54,8.0
5215,UnderRail,PC,7.93,8.54,7.33
5216,Burly Men at Sea,iOS,8.42,8.54,8.3
5217,Zombie Vikings,PS4,7.66,8.54,6.79
5218,The Climb,PC,7.64,8.54,6.74
5219,NHL 15,PS3,7.82,8.54,7.11
5220,Paladins,PS4,7.93,8.54,7.33
5221,GRIS,iOS,8.19,8.54,7.83
5222,Fantasy War Tactics,iOS,8.02,8.54,7.5
5223,The Bridge,Wii U,7.97,8.54,7.4
5224,KickBeat: Special Edition,PS4,7.55,8.54,6.56
5225,F1 2019,Xbox One,8.53,8.54,8.52
5226,Storm Boy: The Game,PS4,7.58,8.54,6.63
5227,The Fall Part 2: Unbound,PS4,7.92,8.54,7.31
5228,Risen,PC,7.82,8.54,7.11
5229,The Alliance Alive,3DS,7.97,8.54,7.4
5230,NASCAR Heat 2,PS4,7.57,8.54,6.61
5231,Naruto Shippuden: Ultimate Ninja Storm 4,Xbox One,8.24,8.54,7.94
5232,High Hell,PC,8.1,8.54,7.66
5233,Fallen Legion: Sins of an Empire,PS4,7.67,8.54,6.81
5234,The Expendables 2 Videogame,PS3,6.31,8.54,4.09
5235,The Little Acre,PS4,7.76,8.54,6.98
5236,S.T.A.L.K.E.R.: Clear Sky,PC,7.9,8.54,7.26
5237,VVVVVV,iOS,8.64,8.54,8.74
5238,Romancing SaGa 2,PS4,7.74,8.54,6.94
5239,Adventure Labyrinth Story,3DS,7.35,8.54,6.17
5240,Battleborn,PS4,7.85,8.54,7.16
5241,Sairento VR,PC,8.0,8.54,7.47
5242,ROMANCING SAGA 2,iOS,8.4,8.53,8.26
