Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Play Score,Game Score,Critic Score
Dying Light,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,40.0,7.9,1295.0,Techland,M,8.42,9.39,7.46
Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63.0,28.0,7,24.0,Vicious Cycle,T,7.25,8.18,6.31
Afro Samurai,PS3,2009.0,Action,Atari,0.12,0.05,0.0,0.03,0.2,65.0,52.0,6.1,27.0,"Namco Bandai Games America, Namco Bandai Games",M,6.99,7.34,6.65
Plants vs. Zombies,PS3,2011.0,Strategy,PopCap Games,0.18,0.0,0.0,0.02,0.2,85.0,8.0,7.9,60.0,PopCap,E10+,8.66,9.43,7.9
Arcana Heart 3,PS3,2011.0,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73.0,10.0,7.5,27.0,Examu,T,8.28,9.3,7.25
Armored Core 4,PS3,2006.0,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,65.0,36.0,6.8,25.0,From Software,T,7.11,7.2,7.02
Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,55.0,7.8,528.0,Mercury Steam,M,7.83,8.8,6.85
Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,Visual Concepts,E,7.23,7.83,6.63
No More Heroes: Heroes' Paradise,PS3,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72.0,38.0,7.3,38.0,FeelPlus,M,7.46,7.69,7.22
Captain America: Super Soldier,PS3,2011.0,Action,Sega,0.1,0.06,0.0,0.03,0.19,61.0,34.0,7.3,40.0,Next Level Games,T,6.88,7.85,5.91
Need for Speed: The Run,3DS,2011.0,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6,26.0,Firebrand Games,E10+,7.46,8.74,6.19
Supreme Commander 2,PC,2010.0,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,77.0,54.0,6.2,803.0,Gas Powered Games,E10+,7.89,8.43,7.36
Dynasty Warriors 8: Empires,PS4,2014.0,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0,Omega Force,T,7.49,8.55,6.42
South Park: The Stick of Truth,PC,2014.0,Role-Playing,Ubisoft,0.07,0.1,0.0,0.01,0.19,85.0,48.0,8.6,1739.0,Obsidian Entertainment,M,9.01,9.62,8.41
NBA 2K11,PC,2010.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,Visual Concepts,E,8.15,8.12,8.18
50 Cent: Blood on the Sand,PS3,2009.0,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72.0,37.0,7.2,57.0,Swordfish Studios,M,7.05,6.94,7.15
Metro: Last Light,PC,2013.0,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,71.0,8.6,2654.0,4A Games,M,8.12,8.24,8.0
Evolve,PC,2015.0,Shooter,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,77.0,39.0,4.3,969.0,Turtle Rock Studios,M,6.99,6.3,7.67
Conflict: Denied Ops,PS3,2008.0,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,51.0,28.0,3.1,25.0,Pivotal Games,M,6.12,6.3,5.94
F1 2011,PC,2011.0,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,83.0,Codemasters,E,7.6,7.32,7.88
Major League Baseball 2K10,PS3,2010.0,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,Visual Concepts,E,7.79,8.24,7.34
Saints Row IV,PC,2013.0,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,Volition Inc.,M,8.62,9.06,8.19
Warriors: Legends of Troy,PS3,2011.0,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44.0,22.0,7,24.0,Tecmo Koei Canada,M,6.78,8.11,5.44
Sword Art Online: Hollow Realization,PS4,2016.0,Role-Playing,Namco Bandai Games,0.06,0.02,0.1,0.02,0.19,69.0,32.0,7.7,52.0,Bandai Namco Games,T,8.0,9.07,6.93
The Lord of the Rings: War in the North,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,Snowblind Studios,M,7.35,7.72,6.98
Fairy Fencer F,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65.0,31.0,7.4,50.0,Compile Heart,T,7.48,8.43,6.53
Driver: San Francisco,PC,2011.0,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,80.0,11.0,7,332.0,Ubisoft Reflections,T,7.63,7.6,7.66
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014.0,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76.0,26.0,7.7,44.0,Gust,E10+,7.8,8.3,7.29
Call of Duty: World at War,PC,2008.0,Shooter,Activision,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,721.0,Treyarch,M,8.63,9.2,8.07
Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.12,0.04,0.02,0.18,59.0,30.0,7.8,45.0,Dimps Corporation,T,7.62,9.33,5.91
FIFA Soccer 11,PC,2010.0,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,83.0,16.0,7.7,102.0,EA Sports,E,7.61,7.63,7.6
Borderlands,PC,2009.0,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.03,0.18,81.0,37.0,7.8,1363.0,Gearbox Software,M,8.56,9.13,8.0
Brink,PC,2011.0,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,70.0,38.0,6,547.0,Splash Damage,T,6.63,6.19,7.07
Trinity Universe,PS3,2009.0,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,62.0,25.0,7.2,28.0,"Gust, Idea Factory",T,6.98,7.48,6.48
Senran Kagura: Estival Versus,PS4,2015.0,Action,Marvelous Interactive,0.08,0.0,0.08,0.02,0.18,67.0,25.0,8,96.0,Marvelous Inc.,M,8.16,9.29,7.03
You Don't Know Jack,PS3,2011.0,Misc,THQ,0.16,0.0,0.0,0.01,0.18,82.0,11.0,7.3,18.0,"Jellyvision, Iron Galaxy Studios",T,8.1,8.32,7.88
How to Train Your Dragon,PS3,2010.0,Action,Activision,0.12,0.03,0.0,0.02,0.18,51.0,18.0,7,6.0,Etranges Libellules,E10+,6.84,7.77,5.92
NBA Live 16,PS4,2015.0,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.18,59.0,27.0,6.1,70.0,EA Sports,E,7.19,8.23,6.15
Dark Souls II,PC,2014.0,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.01,0.17,91.0,36.0,7.1,2318.0,From Software,T,8.72,8.76,8.68
Major League Baseball 2K9,PS3,2009.0,Sports,Spike,0.16,0.0,0.0,0.01,0.17,61.0,19.0,4,6.0,2K Sports,E,7.0,7.5,6.5
Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17,72.0,37.0,4.7,399.0,Obsidian Entertainment,T,6.56,6.09,7.04
Tom Clancy's Ghost Recon: Future Soldier,PC,2012.0,Shooter,Ubisoft,0.05,0.1,0.0,0.02,0.17,71.0,13.0,4.9,368.0,Ubisoft Paris,M,6.94,6.61,7.28
PlayStation Move Heroes,PS3,2011.0,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17,53.0,39.0,6.1,16.0,Nihilistic,E10+,6.77,8.08,5.46
The Chronicles of Narnia: Prince Caspian,PS3,2008.0,Action,Disney Interactive Studios,0.14,0.01,0.0,0.02,0.17,56.0,16.0,5.6,8.0,Traveller's Tales,T,6.98,7.3,6.65
FaceBreaker,PS3,2008.0,Fighting,Electronic Arts,0.13,0.02,0.0,0.02,0.17,53.0,37.0,3.8,20.0,EA Canada,T,6.14,6.85,5.43
Star Wars: Battlefront II,PC,2005.0,Shooter,LucasArts,0.02,0.13,0.0,0.02,0.17,78.0,23.0,8.8,431.0,Pandemic Studios,T,7.63,8.49,6.77
Bladestorm: Nightmare,PS4,2015.0,Action,Tecmo Koei,0.08,0.04,0.03,0.02,0.17,58.0,33.0,6.5,21.0,Omega Force,T,7.27,8.42,6.12
LEGO Marvel Super Heroes,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.01,0.17,78.0,7.0,8.1,124.0,TT Games,E10+,8.45,9.12,7.78
Fairytale Fights,PS3,2009.0,Action,Playlogic Game Factory,0.11,0.03,0.0,0.02,0.17,53.0,34.0,6,22.0,"Playlogic, The Game Factory",M,6.37,7.0,5.74
Time and Eternity,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42.0,40.0,5,78.0,"Image Epoch, Imageepoch",T,6.36,7.83,4.9
The Cursed Crusade,PS3,2011.0,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,45.0,17.0,5,26.0,Kylotonn,M,6.45,7.77,5.14
Ridge Racer Unbounded,PS3,2012.0,Racing,Namco Bandai Games,0.05,0.09,0.0,0.03,0.17,72.0,20.0,6,29.0,Bugbear,T,7.2,7.19,7.21
Green Lantern: Rise of the Manhunters,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.02,0.17,61.0,12.0,6.7,17.0,Double Helix Games,T,7.08,7.62,6.54
7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,0.04,0.0,0.12,0.0,0.17,77.0,26.0,8.2,38.0,Sega,T,8.37,9.24,7.5
Sid Meier's Civilization IV,PC,2005.0,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.16,94.0,50.0,8.3,909.0,Firaxis Games,E10+,8.76,8.89,8.63
F1 2011,3DS,2011.0,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,59.0,15.0,6.8,13.0,Codemasters,E,7.28,8.23,6.33
Fracture,PS3,2008.0,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.16,62.0,40.0,5.8,18.0,Day 1 Studios,T,6.43,6.61,6.25
The King of Fighters XII,PS3,2009.0,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,57.0,48.0,5.3,46.0,SNK Playmore,T,6.31,6.47,6.16
The Crew,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,71.0,12.0,6.4,463.0,"Ubisoft Reflections, Ivory Tower",T,6.86,6.71,7.01
TimeShift,PS3,2007.0,Shooter,Vivendi Games,0.14,0.0,0.0,0.01,0.16,70.0,16.0,6.3,27.0,Saber Interactive,M,6.93,7.08,6.78
NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,86.0,5.0,7.1,66.0,Visual Concepts,E,8.08,7.92,8.23
Bulletstorm,PC,2011.0,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,82.0,34.0,7.7,768.0,"Epic Games, People Can Fly",M,7.82,7.65,7.99
Putty Squad,PS4,2013.0,Platform,System 3,0.06,0.07,0.0,0.03,0.16,38.0,8.0,2.9,52.0,System 3,E10+,6.73,7.91,5.55
Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,67.0,23.0,7.8,49.0,Gust,T,7.58,8.37,6.78
F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,74.0,34.0,5.9,420.0,Day 1 Studios,M,7.35,7.16,7.54
Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,71.0,13.0,5.4,19.0,Inti Creates,E10+,7.55,7.92,7.17
The Adventures of Tintin: The Game,3DS,2011.0,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15,56.0,8.0,5.7,12.0,Ubisoft Montpellier,E10+,7.48,8.18,6.78
Darksiders II,PC,2012.0,Action,Nordic Games,0.03,0.1,0.0,0.02,0.15,81.0,23.0,7.8,653.0,Vigil Games,M,8.5,8.87,8.13
DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.03,0.15,86.0,23.0,6.9,433.0,Codemasters,T,8.16,8.04,8.28
NHL 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.13,0.01,0.0,0.01,0.15,66.0,23.0,7.1,8.0,Take-Two Interactive,E10+,7.13,7.45,6.81
Tears to Tiara II: Heir of the Overlord,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65.0,18.0,8.7,41.0,Aqua Plus,T,7.95,8.7,7.21
Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.15,83.0,18.0,7.8,603.0,Vigil Games,M,8.46,8.77,8.15
Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,47.0,26.0,6.2,10.0,Visual Concepts,T,6.17,6.84,5.51
The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79.0,54.0,8.7,208.0,SNK Playmore,T,8.56,9.22,7.91
The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90.0,4.0,7.8,71.0,Falcom,T,8.39,8.92,7.85
Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,71.0,8.0,6.3,65.0,UBlart Montpellier,E10+,7.95,8.62,7.29
Soldier of Fortune: Payback,PS3,2007.0,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0,Cauldron Ltd.,M,6.57,7.13,6.01
F1 2012,PC,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,80.0,15.0,6.9,115.0,Codemasters,E,8.38,8.78,7.98
Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.01,0.14,83.0,29.0,8.5,1613.0,Re-Logic,T,8.88,9.69,8.06
Record of Agarest War 2,PS3,2010.0,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,56.0,6.0,7.2,36.0,"Idea Factory, Compile Heart",T,7.54,8.53,6.55
Skylanders Giants,3DS,2012.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,59.0,9.0,5,13.0,n-Space,E10+,7.54,8.77,6.31
Syndicate,PS3,2012.0,Shooter,EA Games,0.07,0.06,0.0,0.02,0.14,75.0,29.0,6.5,106.0,Starbreeze,M,7.37,7.33,7.4
Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82.0,29.0,7.7,72.0,Nicalis,E10+,8.3,8.73,7.87
Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.14,0.0,0.01,0.14,81.0,41.0,8.4,1588.0,Creative Assembly,M,8.51,9.17,7.85
Just Cause 3,PC,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,Avalanche Studios,M,7.81,7.9,7.73
Farming Simulator 2013,PS3,2013.0,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,40.0,17.0,2.9,9.0,Giants Software,E,7.41,9.01,5.8
Skylanders Imaginators,PS4,2016.0,Platform,Activision,0.04,0.08,0.0,0.02,0.14,80.0,47.0,5.5,17.0,Toys for Bob,E10+,8.36,8.96,7.77
XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,88.0,28.0,8,116.0,Firaxis Games,T,8.24,8.04,8.44
Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,85.0,60.0,8.9,1404.0,Colossal Order,E,8.83,9.19,8.46
Shovel Knight,3DS,2015.0,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,90.0,9.0,8.2,225.0,Yacht Club Games,E,9.16,9.7,8.62
Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,93.0,33.0,9,1497.0,BioWare,T,8.55,8.88,8.23
7 Days to Die,PS4,2016.0,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,45.0,16.0,5.9,140.0,The Fun Pimps Entertainment LLC,M,6.65,8.43,4.87
Risen,PC,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.02,0.14,77.0,32.0,8.1,676.0,Piranha Bytes,M,7.82,8.54,7.11
The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0,Digital Extremes,M,8.32,8.85,7.8
Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.14,81.0,10.0,8.6,73.0,Starbreeze,T,8.44,8.98,7.91
Dead Rising 2,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14,78.0,17.0,6.3,211.0,Blue Castle Games,M,7.45,7.54,7.37
Call of Duty: Infinite Warfare,PC,2016.0,Shooter,Activision,0.04,0.08,0.0,0.01,0.14,73.0,16.0,3,440.0,Infinity Ward,M,7.15,6.66,7.64
Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,76.0,49.0,7.3,729.0,Tripwire Interactive,M,8.31,9.27,7.36
X-Blades,PS3,2009.0,Action,SouthPeak Games,0.07,0.03,0.02,0.01,0.13,50.0,31.0,5.9,15.0,Gaijin Entertainment,M,6.45,6.73,6.17
Warcraft III: Reign of Chaos,PC,2002.0,Strategy,Vivendi Games,0.03,0.09,0.0,0.02,0.13,92.0,40.0,9.1,1023.0,Blizzard Entertainment,T,8.61,8.56,8.67
Alone in the Dark: Inferno,PS3,2008.0,Adventure,Atari,0.09,0.03,0.0,0.02,0.13,69.0,25.0,5.6,50.0,Eden Studios,M,6.71,6.66,6.76
Gravity Rush Remastered,PS4,2015.0,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80.0,62.0,8.2,153.0,Bluepoint Games,T,8.66,9.4,7.92
Total War: WARHAMMER,PC,2016.0,Strategy,Sega,0.0,0.12,0.0,0.01,0.13,86.0,77.0,7.3,556.0,Creative Assembly,T,8.09,7.7,8.47
Legendary,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,50.0,31.0,7.1,31.0,Spark Unlimited,M,6.15,6.5,5.8
Batman: Arkham Knight,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,70.0,14.0,2.5,1967.0,"Rocksteady Studios, Iron Galaxy Studios",M,7.8,8.27,7.33
Diablo II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.1,0.0,0.02,0.13,88.0,34.0,8.8,1056.0,Blizzard North,M,8.3,8.52,8.08
Green Lantern: Rise of the Manhunters,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,42.0,6.0,3.9,7.0,Griptonite Games,E10+,6.89,7.78,6.0
Eat Lead: The Return of Matt Hazard,PS3,2009.0,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13,51.0,38.0,6.5,21.0,Vicious Cycle,T,6.23,6.85,5.6
Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.12,0.0,0.01,0.13,83.0,48.0,7.1,418.0,Slightly Mad Studios,E,7.92,7.6,8.25
Just Cause 2,PC,2010.0,Action,Square Enix,0.0,0.1,0.0,0.02,0.12,84.0,33.0,7.7,838.0,Avalanche Studios,M,8.46,8.95,7.97
NeverDead,PS3,2012.0,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50.0,32.0,4.7,47.0,Rebellion,M,6.04,6.78,5.31
Sleeping Dogs,PC,2012.0,Action,Square Enix ,0.06,0.05,0.0,0.01,0.12,81.0,23.0,8.2,1209.0,United Front Games,M,8.59,9.17,8.01
Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,62.0,11.0,7.7,44.0,Spike,M,7.47,8.56,6.39
Venetica,PS3,2010.0,Role-Playing,DTP Entertainment,0.07,0.03,0.0,0.01,0.12,47.0,14.0,6.5,6.0,Deck 13,T,6.48,7.11,5.85
Rise of the Tomb Raider,PC,2016.0,Adventure,Square Enix,0.0,0.11,0.0,0.01,0.12,86.0,45.0,7.9,915.0,"Crystal Dynamics, Nixxes Software",M,8.87,9.29,8.44
Dishonored 2,PC,2016.0,Action,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,86.0,37.0,6,383.0,Arkane Studios,M,8.52,8.39,8.65
Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,559.0,Spicy Horse,M,8.01,8.6,7.43
Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.4,12.0,Beenox,T,7.26,8.78,5.75
Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,26.0,7.3,24.0,Omega Force,T,8.03,9.02,7.04
Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.09,0.0,0.01,0.12,75.0,51.0,7,351.0,Haemimont,T,7.6,7.78,7.43
Armored Core: Verdict Day,PS3,2013.0,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66.0,18.0,7.4,28.0,From Software,T,7.78,8.66,6.89
Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65.0,52.0,6,133.0,Maxis,T,6.98,7.2,6.77
Deception IV: Blood Ties,PS3,2014.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70.0,19.0,8.2,27.0,Koei Tecmo Games,M,7.53,8.37,6.69
Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.11,77.0,24.0,7.9,27.0,Animation Arts,T,7.82,8.48,7.16
Disney Art Academy,3DS,2016.0,Action,Nintendo,0.02,0.01,0.08,0.0,0.11,72.0,16.0,6.8,5.0,Headstrong Games,E,7.93,8.74,7.12
Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,75.0,45.0,8.5,289.0,Media Vision,T,8.3,9.15,7.45
Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,50.0,40.0,3.5,28.0,Guildford Studio,M,6.2,7.0,5.39
Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77.0,11.0,8.3,337.0,Sega,E,8.45,9.12,7.78
NASCAR '14,PS3,2014.0,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,7.0,4.6,20.0,Eutechnyx,E,7.18,7.55,6.81
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,20.0,5.2,672.0,Ubisoft Montreal,M,7.55,7.21,7.9
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,75.0,13.0,7.8,20.0,Examu,T,8.07,8.52,7.61
Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,13.0,3.4,46.0,"Deep Silver, Keen Games",M,7.03,8.02,6.05
Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1,81.0,65.0,7.3,1170.0,InXile Entertainment,M,8.07,8.17,7.98
Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1,74.0,9.0,4.4,239.0,Konami,E,6.92,6.35,7.5
Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.09,0.0,0.02,0.1,92.0,58.0,9.1,1050.0,Creative Assembly,T,8.75,9.18,8.32
Doom 3,PC,2004.0,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,87.0,83.0,7.6,896.0,id Software,M,8.25,8.48,8.02
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,7.0,6.2,20.0,5TH Cell,E10+,7.78,8.76,6.79
Ultra Street Fighter IV,PS4,2015.0,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71.0,28.0,5.9,94.0,Other Ocean Interactive,T,8.16,9.18,7.14
EVE: Valkyrie,PS4,2016.0,Shooter,CCP,0.03,0.05,0.0,0.02,0.1,73.0,26.0,6.3,37.0,CCP,T,7.48,7.88,7.07
Blades of Time,PS3,2012.0,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53.0,19.0,7.2,22.0,Gaijin Entertainment,M,6.63,7.48,5.78
Thor: God of Thunder,3DS,2011.0,Action,Sega,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0,Red Fly Studio,T,7.36,8.65,6.07
F1 2014,PC,2014.0,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1,61.0,20.0,4.8,65.0,Codemasters Birmingham,E,7.29,7.94,6.63
Samurai Warriors 4: Empires,PS4,2015.0,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1,71.0,29.0,6.5,15.0,Omega Force,T,7.94,8.77,7.12
Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,58.0,16.0,5.9,28.0,Papaya Studios,E10+,6.82,7.77,5.86
Medieval II: Total War,PC,2006.0,Strategy,Sega,0.0,0.08,0.0,0.02,0.1,88.0,39.0,8.9,648.0,Creative Assembly,T,8.82,9.4,8.23
Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,Capcom,0.0,0.04,0.04,0.01,0.09,80.0,36.0,6.2,114.0,Capcom,T,8.07,8.19,7.95
Brain Age: Concentration Training,3DS,2012.0,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,71.0,11.0,7.9,17.0,Nintendo,E,7.92,8.64,7.2
Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.09,87.0,26.0,7.5,435.0,Criterion Games,E10+,8.41,8.56,8.25
Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09,72.0,32.0,5.6,216.0,Microsoft Game Studios,M,7.38,7.93,6.83
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,Activision,0.05,0.02,0.0,0.02,0.09,44.0,49.0,5.5,163.0,PlatinumGames,T,6.56,8.3,4.83
Football Manager 2017,PC,2016.0,Simulation,Sega,0.0,0.09,0.0,0.01,0.09,81.0,41.0,4.3,57.0,Sports Interactive,E,6.74,5.33,8.15
Digimon All-Star Rumble,PS3,2014.0,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.02,0.09,49.0,12.0,5.8,32.0,Prope,E10+,6.67,7.63,5.7
