Name,Platform,Play Score,Game Score,Critic Score
KickBeat,PC,7.14,7.45,6.82
Kane & Lynch: Dead Men,PS3,7.12,7.45,6.79
The Godfather II,PC,7.11,7.45,6.78
NHL 2K10,PS3,7.13,7.45,6.81
Paper Mario: The Origami King,Switch,7.69,7.45,7.92
Portal Knights,Xbox One,7.34,7.45,7.24
STRAFE,PS4,6.96,7.45,6.48
SENRAN KAGURA Reflexions,Switch,6.00,7.45,4.55
Loading Human: Chapter 1,PS4,6.51,7.45,5.58
Freeways,iOS,7.89,7.45,8.33
Nova-111,PS4,7.33,7.44,7.21
Townsmen,PC,7.22,7.44,6.99
The Mosaic,iOS,7.40,7.44,7.35
WWE 2K20,Xbox One,6.19,7.44,4.93
Panzer Paladin,PC,7.54,7.44,7.63
Super Mega Baseball: Extra Innings,Xbox One,7.53,7.44,7.63
SNK HEROINES ~Tag Team Frenzy~,Switch,6.77,7.44,6.09
Quake 4,Xbox 360,7.34,7.44,7.25
Achtung! Cthulhu Tactics,PC,6.64,7.44,5.84
Exile's End,PS4,7.14,7.44,6.83
Platformines,PC,6.98,7.44,6.52
Far Cry 2,PC,7.82,7.44,8.20
Vainglory,Android,7.83,7.44,8.22
Immortal: Unchained,PS4,6.33,7.44,5.23
MUD - FIM Motocross World Championship,PS3,6.70,7.44,5.95
LEGO Worlds,Switch,6.89,7.44,6.34
Tony Hawk's Proving Ground,PS3,7.46,7.44,7.49
Bullet Witch,Xbox 360,6.83,7.44,6.22
Narcos: Rise of the Cartels,PS4,6.57,7.44,5.70
Secret Ponchos,PC,7.28,7.44,7.13
Drawn to Death,PS4,6.65,7.44,5.87
Pathway,PC,7.08,7.44,6.72
Sébastien Loeb Rally Evo,PS4,7.20,7.43,6.97
Wargame: European Escalation,PC,7.66,7.43,7.88
The Escapists,Xbox One,7.39,7.43,7.34
Warhammer Underworlds: Online,PC,7.54,7.43,7.64
Frozen Cortex,PC,7.52,7.43,7.61
Sherlock Holmes vs. Jack the Ripper,PC,7.37,7.43,7.31
Star Wars: Battlefront,Xbox One,7.40,7.43,7.36
Sega Superstars Tennis,PS3,7.20,7.43,6.97
WRC 3: FIA World Rally Championship,PC,6.84,7.43,6.26
10 Second Ninja X,PS4,7.43,7.43,7.43
Nom Nom Galaxy,PC,7.25,7.43,7.08
The Bonfire 2 Uncharted Shores,iOS,7.68,7.43,7.93
Battlestations: Midway,PC,7.41,7.43,7.38
The Crow's Eye,PC,7.11,7.43,6.78
Battlefield Heroes,PC,7.02,7.43,6.61
WWE SmackDown vs. RAW 2008,Xbox 360,7.15,7.43,6.86
Project Gotham Racing 3,Xbox 360,7.82,7.43,8.22
Paladins Strike,iOS,7.60,7.43,7.77
The Lord of the Rings: Adventure Card Game,PC,7.04,7.43,6.66
Peaky Blinders: Mastermind,PC,6.87,7.43,6.30
Mass Effect: Andromeda,Xbox One,7.46,7.43,7.50
Homefront,PS3,7.10,7.43,6.76
Alder's Blood,PC,7.28,7.43,7.14
Klang,PC,7.28,7.43,7.13
James Bond 007: Blood Stone,PS3,6.92,7.43,6.42
The Exorcist: Legion VR,PS4,7.49,7.42,7.55
Pro Evolution Soccer 2009,PC,7.49,7.42,7.55
Disaster Report 4 Plus: Summer Memories,PC,6.65,7.42,5.89
Major League Baseball 2K8,PS3,7.10,7.42,6.79
Order of Battle: World War II,PC,7.59,7.42,7.75
Earthfall,PS4,6.66,7.42,5.90
Watchmen: The End Is Nigh,PS3,6.68,7.42,5.94
Scribblenauts: Showdown,Switch,6.41,7.42,5.39
Panzer Tactics HD,PC,7.26,7.42,7.11
Baobabs Mausoleum Ep.1: Ovnifagos Don't Eat Flamingos,PC,7.31,7.42,7.21
Dragon Age: Inquisition,PC,7.92,7.42,8.42
MX vs ATV All Out,PS4,6.62,7.42,5.82
Killer Instinct,Xbox One,7.34,7.42,7.27
Generation Zero,Xbox One,6.20,7.42,4.99
Lumo,PS4,7.31,7.42,7.21
Attack on Titan: Assault,Android,6.72,7.42,6.03
Spellweaver,PC,7.07,7.42,6.72
Pro Evolution Soccer 2013,PC,7.44,7.41,7.48
Assassin's Creed III,PC,7.74,7.41,8.07
Lethal VR,PS4,7.04,7.41,6.67
WE ARE DOOMED,PS4,7.15,7.41,6.90
ChronoBlade,Android,7.35,7.41,7.28
Of Orcs and Men,PC,7.42,7.41,7.43
2Dark,Xbox One,7.27,7.41,7.13
My Majesty,Android,7.30,7.41,7.18
Mayhem Combat - Fighting Game,Android,7.52,7.41,7.63
7 Wonders,iOS,7.37,7.41,7.33
Super Star Wars,PS4,7.40,7.41,7.39
Wolfenstein II: The New Colossus,PC,7.93,7.41,8.44
The Bunker,Xbox One,7.34,7.41,7.27
My Hero One's Justice,PC,7.27,7.41,7.13
Call of Cthulhu,PC,7.09,7.41,6.77
"Invisible, Inc. Console Edition",PS4,7.69,7.41,7.97
Rowdy Wrestling,iOS,7.62,7.41,7.83
The Dwarves,PC,6.98,7.41,6.56
RebirthM,Android,7.57,7.41,7.73
Aion: Legions of War,Android,7.28,7.40,7.16
Spoiler Alert,PC,6.26,7.40,5.11
Meltdown,Android,7.51,7.40,7.62
Endless Boss Fight,Android,7.33,7.40,7.26
Apex Legends,Xbox One,7.91,7.40,8.42
Submerged,PC,6.36,7.40,5.32
Robots Love Ice Cream,Android,7.34,7.40,7.28
Ever Forward,PC,7.14,7.40,6.88
Merged!,Android,7.47,7.40,7.53
Mercenaries 2: World in Flames,PC,6.95,7.40,6.51
Elite: Dangerous,PC,7.64,7.40,7.89
Enemy Front,PS3,6.13,7.40,4.86
Bottom of the 9th,Android,7.21,7.40,7.02
Robotics!,Android,7.04,7.40,6.68
Saint Seiya Awakening,Android,7.50,7.40,7.61
Wild Blood,Android,7.34,7.40,7.28
REDCON,Android,7.72,7.40,8.03
Assassin's Creed Identity,Android,7.53,7.40,7.66
Guitar Hero: Aerosmith,Xbox 360,6.95,7.40,6.50
The Elder Scrolls: Legends,PC,7.61,7.40,7.82
Curses 'N Chaos,PS4,7.44,7.40,7.48
KartRider Rush+,Android,7.91,7.40,8.42
Snipers vs Thieves,Android,7.56,7.40,7.72
Heroes Evolved,Android,7.53,7.40,7.66
Super Mario Run,Android,7.58,7.40,7.76
Assault Android Cactus,Xbox One,7.68,7.40,7.95
NBA Playgrounds,PC,7.08,7.40,6.75
Swing Copters,Android,6.93,7.40,6.46
Mini DAYZ - Survival Game,iOS,7.14,7.40,6.89
RIFT,PC,7.69,7.40,7.98
MXGP2 - The Official Motocross Videogame,PS4,7.01,7.40,6.61
Raiden V,Xbox One,7.28,7.40,7.15
Morphite,PC,7.00,7.40,6.61
Vampyr,PC,7.34,7.40,7.29
Mantis Burn Racing,Xbox One,7.46,7.40,7.52
The Raven: Legacy of a Master Thief Chapter 1 - The Eye of the Sphinx,PC,7.21,7.40,7.02
Robert Ludlum's The Bourne Conspiracy,PS3,7.24,7.40,7.09
Dark Sector,PS3,7.26,7.40,7.12
Kane & Lynch 2: Dog Days,PS3,6.83,7.40,6.26
Little Inferno,Switch,7.28,7.40,7.17
Tokyo Mirage Sessions #FE Encore,Switch,7.74,7.39,8.09
Back to Bed,PC,6.96,7.39,6.53
Hacktag,PC,7.34,7.39,7.29
Feist,PC,7.18,7.39,6.96
Aven Colony,PC,7.05,7.39,6.71
Richard & Alice,PC,7.28,7.39,7.16
Pacer,PC,6.69,7.39,5.99
Valkyria Revolution,Xbox One,6.31,7.39,5.24
The Elder Scrolls Online: Tamriel Unlimited,Xbox One,7.29,7.39,7.18
ONINAKI,Switch,7.24,7.39,7.10
Grand Slam Tennis 2,PS3,7.20,7.39,7.00
Lost Planet: Extreme Condition,PS3,7.14,7.39,6.90
The Castles Of Burgundy,iOS,7.74,7.39,8.08
Vive le Roi,Android,7.10,7.39,6.81
NASCAR 09,PS3,7.23,7.39,7.06
MotoGP 18,PC,7.33,7.39,7.26
One Punch Man: A Hero Nobody Knows,Xbox One,6.67,7.39,5.96
Dead State,PC,7.21,7.39,7.04
Sea of Thieves,PC,7.12,7.39,6.85
Sushi Go!,iOS,7.70,7.39,8.02
Democracy 3,PC,7.08,7.38,6.78
The Lord of the Rings: Conquest,PS3,6.97,7.38,6.55
Grand Ages: ROME,PC,7.24,7.38,7.09
Pro Evolution Soccer 2014,Xbox 360,7.27,7.38,7.15
Back in 1995,PC,6.57,7.38,5.76
Titanfall,PC,7.92,7.38,8.46
Saints Row: Gat out of Hell,PC,7.17,7.38,6.95
Clive Barker's Jericho,PC,7.04,7.38,6.71
Bus Simulator,Xbox One,7.18,7.38,6.98
Rugby World Cup 2011,PS3,6.64,7.38,5.90
Lumo,PC,7.49,7.38,7.59
Snow Kids,iOS,7.23,7.38,7.08
Tembo the Badass Elephant,PC,7.30,7.38,7.23
Stranglehold,PC,7.44,7.38,7.51
Reaching for Petals,PC,7.06,7.38,6.75
Hydrophobia Prophecy,PS3,7.21,7.37,7.04
The Dwarves,Xbox One,6.92,7.37,6.46
Strike Vector EX,PS4,7.27,7.37,7.17
Pocket Run Pool,iOS,8.05,7.37,8.72
Need for Speed: Carbon,PC,7.43,7.37,7.48
#IDARB,Xbox One,7.58,7.37,7.78
Aion,PC,7.56,7.37,7.76
Peter Jackson's King Kong,PC,7.57,7.37,7.76
EverQuest II,PC,7.65,7.37,7.94
Satellite Reign,PC,7.54,7.37,7.70
Star Hammer: The Vanguard Prophecy,PC,7.07,7.37,6.78
Bionic Commando,PC,7.27,7.37,7.17
Projection: First Light,iOS,7.65,7.37,7.93
Island Time VR,PS4,6.77,7.36,6.17
BattleForge,PC,7.38,7.36,7.40
Pillars of Eternity II: Deadfire - Ultimate Edition,PS4,7.47,7.36,7.58
Army of Two,PS3,7.16,7.36,6.95
Rock of Ages 3: Make & Break,PC,7.26,7.36,7.15
Fallout 76,PC,6.23,7.36,5.10
Alien Breed 3: Descent,PC,6.88,7.36,6.40
Game of Thrones,PS3,6.69,7.36,6.03
Sacred 2: Fallen Angel,PC,7.32,7.36,7.27
Galactic Civilizations II: Dread Lords,PC,7.53,7.36,7.71
Dungeon Hunter: Alliance,PS Vita,6.38,7.36,5.39
Friday the 13th: The Game,Xbox One,6.69,7.36,6.03
One Dog Story,PC,6.87,7.36,6.39
Tron: Evolution,PS3,6.93,7.36,6.49
Trouserheart,Android,7.57,7.36,7.78
Monster Energy Supercross - The Official Videogame,PC,7.11,7.36,6.86
Warbanners,PC,6.83,7.36,6.31
Clive Barker's Jericho,PS3,7.09,7.35,6.83
Moero Chronicle,PC,6.70,7.35,6.04
FATED: The Silent Oath,PC,6.85,7.35,6.34
The History Channel: Civil War – A Nation Divided,Xbox 360,6.77,7.35,6.19
Elegy for a Dead World,PC,7.01,7.35,6.68
El Shaddai: Ascension of the Metatron,PS3,7.50,7.35,7.65
Californium,PC,6.79,7.35,6.24
Need for Speed: Shift,PC,7.78,7.35,8.20
Velocity 2X,Xbox One,7.50,7.35,7.64
Contract Killer: Sniper,iOS,7.11,7.35,6.87
Pro Evolution Soccer 2010,PS3,7.52,7.35,7.69
bit Dungeon II,iOS,7.14,7.35,6.93
Pro Evolution Soccer 2009,PS3,7.32,7.35,7.30
Destiny,PS4,7.44,7.35,7.53
Super Mario Run,iOS,7.57,7.35,7.79
Age of Wushu Dynasty,iOS,7.59,7.35,7.83
SteamWorld Quest: Hand of Gilgamech,Switch,7.72,7.35,8.09
Dangerous Golf,PC,6.75,7.35,6.16
Rage,PC,7.64,7.34,7.94
Steel Rats,PC,6.88,7.34,6.42
Werewolves Within,PC,7.26,7.34,7.18
Steredenn,Xbox One,7.45,7.34,7.56
Tokyo Twilight Ghost Hunters,PS3,7.06,7.34,6.78
OlliOlli 2: XL Edition,Xbox One,7.58,7.34,7.82
Dub Dash,PC,7.07,7.34,6.79
Need for Speed: ProStreet,PS3,7.41,7.34,7.49
The Book of Unwritten Tales 2,Xbox One,7.40,7.34,7.47
Afro Samurai,PS3,6.99,7.34,6.65
Madden NFL 18,Xbox One,7.66,7.34,7.99
RymdResa,PC,7.22,7.33,7.11
Forged of Blood,PC,6.91,7.33,6.48
Syndicate,PS3,7.37,7.33,7.40
FZ9: Timeshift,iOS,7.70,7.33,8.07
Jump Force,Xbox One,6.74,7.33,6.14
Ghostbusters: Sanctum of Slime,PS3,6.44,7.33,5.55
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox 360,6.37,7.33,5.41
Sniper Elite V2 Remastered,Xbox One,7.15,7.33,6.97
Adventure Time: Pirates of The Enchiridion,Xbox One,6.86,7.33,6.39
Call of Duty 3,PS3,7.46,7.33,7.60
Empire Earth II,PC,7.49,7.33,7.64
The Sims 4,PC,7.14,7.33,6.95
Wizard of Legend,Xbox One,7.46,7.33,7.59
Levelhead,Xbox One,7.53,7.33,7.73
Toy Soldiers: War Chest,PS4,6.99,7.33,6.65
Cross of the Dutchman,PC,6.84,7.33,6.36
TouchTone,iOS,7.78,7.33,8.22
Distant Worlds: Universe,PC,7.58,7.33,7.83
Adventure Time: Pirates of The Enchiridion,Switch,6.58,7.33,5.82
Sid Meier's Starships,iOS,7.48,7.33,7.63
The Incredible Adventures of Van Helsing: Final Cut,PC,7.16,7.33,6.99
Time Crisis 4,PS3,6.82,7.32,6.32
Knights Contract,Xbox 360,6.45,7.32,5.58
F1 2011,PC,7.60,7.32,7.88
Maldita Castilla EX - Cursed Castile,Xbox One,7.66,7.32,8.01
Ancestors: the Humankind Odyssey,PC,6.90,7.32,6.47
White Day: A Labyrinth Named School,PC,7.10,7.32,6.89
Rise & Shine,PC,7.02,7.32,6.72
Ratchet & Clank: BTN,iOS,6.89,7.32,6.47
Kingdom Under Fire II,PC,7.00,7.32,6.67
Beast Quest,PS4,6.11,7.32,4.91
Rad Rodgers,PC,6.86,7.32,6.41
West of Dead,PC,7.28,7.32,7.24
NHL 13,PS3,7.75,7.32,8.18
Raging Justice,PC,6.93,7.32,6.54
Decay: The Mare,PC,6.88,7.32,6.44
Super Kirby Clash,Switch,7.21,7.32,7.10
Mafia III,Xbox One,7.12,7.32,6.93
Pool Nation,Xbox 360,7.23,7.32,7.14
The Inpatient,PS4,6.72,7.32,6.12
Exit the Gungeon,PC,6.97,7.32,6.63
The Pinball Arcade,PS4,7.66,7.31,8.01
Stranglehold,PS3,7.43,7.31,7.55
Spike Volleyball,Xbox One,6.56,7.31,5.81
Bard's Gold,Xbox One,7.21,7.31,7.11
Metal Gear Solid V: Ground Zeroes,Xbox One,7.42,7.31,7.52
Genetic Disaster,PC,7.03,7.31,6.76
Wizardry Online,PC,6.81,7.31,6.31
007: Quantum of Solace,PC,7.09,7.31,6.87
Total War: Shogun 2 – Fall of the Samurai,PC,7.81,7.31,8.32
Saint Seiya Awakening,iOS,7.48,7.31,7.66
MotoGP 20,Xbox One,7.51,7.31,7.71
Nostradamus: The Last Prophecy,PC,7.15,7.31,6.99
Thronebreaker: The Witcher Tales,Xbox One,7.64,7.31,7.97
Space Hulk: Deathwing - Enhanced Edition,PC,6.97,7.31,6.63
Dungelot: Shattered Lands,PC,7.17,7.31,7.04
Blazing Chrome,Xbox One,7.51,7.31,7.70
Stealth Inc 2: A Game of Clones,PC,7.17,7.31,7.03
Super Mega Baseball 2,Xbox One,7.61,7.31,7.92
Sudden Strike 4,PC,7.18,7.30,7.06
Universe at War: Earth Assault,Xbox 360,7.02,7.30,6.74
Snake Pass,Xbox One,7.24,7.30,7.18
DiRT 4,PC,7.65,7.30,8.00
Deadfall Adventures,PC,6.50,7.30,5.69
Pillars of Eternity: Complete Edition,Xbox One,7.79,7.30,8.28
Hellbound,PC,6.95,7.30,6.59
Z-Run,PS Vita,6.35,7.30,5.39
Space Engineers,Xbox One,7.08,7.30,6.87
RESIDENT EVIL REVELATIONS,Xbox One,7.24,7.30,7.18
Grand Ages: Medieval,PS4,7.17,7.30,7.03
Space Junkies,PC,7.42,7.30,7.54
Gang Beasts,PC,7.02,7.30,6.74
Sacred 2: Fallen Angel,PS3,7.24,7.30,7.19
Livelock,Xbox One,7.41,7.30,7.52
Ultratron,Xbox One,7.26,7.30,7.23
Mega Coin Squad,Xbox One,7.40,7.30,7.51
Heroes of Might & Magic III – HD Edition,PC,7.13,7.30,6.96
Stronghold 2,PC,7.20,7.30,7.09
The Chronicles of Narnia: Prince Caspian,PS3,6.98,7.30,6.65
Unmechanical: Extended,Xbox One,7.22,7.30,7.14
Secret Ponchos,PS4,6.99,7.29,6.69
Mars: War Logs,PC,6.72,7.29,6.15
We Happy Few,PC,6.82,7.29,6.35
Armored Core 4,Xbox 360,7.09,7.29,6.89
The Banner Saga 2,Xbox One,7.63,7.29,7.97
Ashworld,iOS,7.25,7.29,7.21
Hexodius,PC,6.88,7.29,6.46
Pro Evolution Soccer 2016,PC,7.71,7.29,8.13
A Golden Wake,PC,7.52,7.29,7.75
The First Templar,PC,6.81,7.29,6.32
Let's Fish! Hooked On,PS Vita,6.30,7.29,5.30
The Assembly,PC,6.88,7.29,6.47
RAID HQ,iOS,7.65,7.29,8.01
0RBITALIS,PC,7.14,7.29,7.00
GRID,Xbox One,7.31,7.29,7.33
Ether One,PS4,7.27,7.29,7.25
The Outer Worlds,PC,7.60,7.29,7.91
Street Fighter V: Champion Edition,PC,7.74,7.29,8.20
The Legend of Spyro: Dawn of the Dragon,PS3,7.00,7.29,6.71
My Time At Portia,Switch,7.27,7.29,7.25
Transformers: Revenge of the Fallen,PC,6.86,7.29,6.44
Aven Colony,Xbox One,7.18,7.28,7.09
Through the Woods,PC,7.23,7.28,7.18
NBA 2K14,PC,7.56,7.28,7.83
Carmageddon: Max Damage,Xbox One,6.75,7.28,6.22
Ronin,PC,7.13,7.28,6.98
Blitz Brigade: Rival Tactics,iOS,6.81,7.28,6.33
Project CARS 2,Xbox One,7.68,7.28,8.09
One Piece: Unlimited World Red Deluxe Edition,PC,7.18,7.28,7.08
Night Call,PC,6.99,7.28,6.69
Brut@l,PC,7.23,7.28,7.18
WarGroove,Xbox One,7.65,7.27,8.03
James Cameron's Avatar: The Game,PC,7.13,7.27,6.99
Futuridium EP Deluxe,PS4,7.22,7.27,7.16
Hunting Simulator,PS4,6.92,7.27,6.56
Wheelman,PC,6.73,7.27,6.18
Pirates of the Burning Sea,PC,7.37,7.27,7.46
Hellgate: London,PC,7.27,7.27,7.28
Iron Harvest,PC,7.46,7.27,7.66
The Settlers: Rise of an Empire,PC,7.02,7.27,6.77
Trüberbrook,PC,7.00,7.27,6.74
Minit,Switch,7.51,7.27,7.75
Dragon Fin Soup,PS4,7.12,7.26,6.98
Demigod,PC,7.37,7.26,7.47
Robinson: The Journey,PS4,6.85,7.26,6.44
The Golf Club 2019 featuring the PGA TOUR,PS4,7.36,7.26,7.46
Alien Breed 2: Assault,PC,7.36,7.26,7.46
MechWarrior Online,PC,7.22,7.26,7.19
The Walking Dead: Michonne,iOS,7.20,7.26,7.14
Kerbal Space Program,Xbox One,7.40,7.26,7.54
You Don't Know Jack,PC,7.50,7.26,7.74
Divinity: Dragon Commander,PC,7.44,7.26,7.62
Max Gentlemen,Android,7.24,7.26,7.22
Coffin Dodgers,PS4,6.23,7.26,5.19
NBA Live 16,Xbox One,6.78,7.26,6.30
MotoGP 17,PC,7.14,7.26,7.03
LUMINES PUZZLE & MUSIC,Android,7.64,7.26,8.02
Cure Hunters,iOS,7.21,7.26,7.16
Warlords Awakening,PC,6.71,7.26,6.16
The Swindle,PS4,7.27,7.26,7.28
Agatha Christie: The ABC Murders,Xbox One,6.92,7.25,6.58
Tokyo 42,PC,7.23,7.25,7.20
NASCAR The Game: 2011,Xbox 360,6.76,7.25,6.27
Chasm,PC,7.22,7.25,7.19
Between Me and The Night,PC,7.14,7.25,7.04
Thief,Xbox One,7.02,7.25,6.79
Project Root,PS4,6.12,7.25,4.98
Harry Potter and the Half Blood Prince,PS3,6.89,7.25,6.53
Fallout 76,Xbox One,6.22,7.25,5.18
Fallout Shelter,Switch,7.11,7.25,6.97
Genesis Alpha One,PC,7.13,7.25,7.01
Stellaris: Synthetic Dawn,PC,7.15,7.25,7.04
My Lovely Daughter,PC,7.19,7.25,7.13
Hyperdimension Neptunia,PS3,6.10,7.25,4.95
I Am Setsuna,PC,7.27,7.25,7.29
XCOM 2,Xbox One,7.72,7.25,8.20
Children of Zodiarcs,PC,7.29,7.25,7.33
State of Decay 2,Xbox One,7.02,7.24,6.80
Lego Rock Band,PS3,7.20,7.24,7.16
Arslan: The Warriors of Legend,PC,7.03,7.24,6.82
Eisenhorn: XENOS,iOS,7.00,7.24,6.76
Bound by Flame,PS4,6.54,7.24,5.84
Viking: Battle for Asgard,PS3,6.96,7.24,6.68
Juiced,PC,6.98,7.24,6.73
Virtua Tennis 4,PS3,6.97,7.24,6.69
Warhammer: Vermintide 2,Xbox One,7.58,7.24,7.93
Dungeon Punks,Xbox One,7.01,7.24,6.78
Call of Duty: Black Ops 4,PC,7.72,7.24,8.20
Soul Axiom,Xbox One,6.90,7.24,6.56
Dauntless,Xbox One,7.64,7.24,8.04
Assassin's Creed Chronicles: China,PC,7.15,7.24,7.07
EXILES,Android,7.37,7.24,7.50
Below,PC,7.23,7.24,7.23
F1 2013,PC,7.57,7.24,7.91
Sega Superstars Tennis,Xbox 360,7.13,7.24,7.03
Dear Esther: Landmark Edition,PS4,6.92,7.24,6.60
Beyond Eyes,PC,7.08,7.23,6.92
Destiny 2,Xbox One,7.70,7.23,8.16
Operation Flashpoint: Red River,PC,7.08,7.23,6.93
Albino Lullaby: Episode 1,PC,6.85,7.23,6.46
Sports Bar VR,PS4,6.89,7.23,6.54
Conan Unconquered,PC,6.83,7.23,6.44
Stairs,PC,7.09,7.23,6.96
Shiness: The Lightning Kingdom,PC,7.00,7.23,6.77
Depth of Extinction,PC,7.08,7.23,6.93
NBA 2K Playgrounds 2,Xbox One,7.00,7.23,6.77
B3 Game Expo For Bees,Wii U,6.53,7.23,5.83
There Came an Echo,PC,6.92,7.23,6.61
MXGP2 - The Official Motocross Videogame,PC,6.96,7.23,6.69
Tempest 4000,PC,7.33,7.23,7.43
Mosaic,PC,7.03,7.23,6.83
Yaga The Roleplaying Folktale,iOS,7.61,7.23,7.99
Halo: Combat Evolved Anniversary,PC,7.27,7.23,7.32
Infinity Runner,PC,6.60,7.23,5.97
FIFA Soccer 13,PC,7.75,7.23,8.27
Level 22: Gary's Misadventure,Xbox One,6.90,7.23,6.58
The Golf Club™ 2019 featuring PGA TOUR,PC,7.31,7.22,7.39
Angry Birds VR: Isle of Pigs,PS4,7.18,7.22,7.14
ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS,PC,7.23,7.22,7.24
Mass Effect: Andromeda,PC,7.38,7.22,7.53
DRAGON QUEST,Switch,7.03,7.22,6.83
Hellpoint,Xbox One,6.98,7.22,6.74
CivCity: Rome,PC,6.96,7.22,6.70
Cross Edge,PS3,6.45,7.22,5.67
Bleeding Edge,PC,6.87,7.22,6.53
Monster Jam Steel Titans,Xbox One,6.37,7.22,5.52
SpellForce 3,PC,7.16,7.22,7.11
Starpoint Gemini Warlords,PC,7.19,7.22,7.16
Untitled Goose Game,PC,7.51,7.22,7.80
Painkiller: Overdose,PC,7.09,7.21,6.98
Tom Clancy's Splinter Cell: Conviction,PC,7.55,7.21,7.90
Harry Potter and the Half Blood Prince,PC,6.95,7.21,6.68
Apex Legends,PC,7.92,7.21,8.62
Pro Evolution Soccer 2012,PC,7.47,7.21,7.72
Yatagarasu Attack on Cataclysm,PC,7.27,7.21,7.32
Has-Been Heroes,Switch,6.63,7.21,6.05
Killer Instinct: Season 2 Ultra Edition,Xbox One,7.64,7.21,8.08
Super Toy Cars,PC,6.42,7.21,5.63
Halo: Reach,Xbox One,7.82,7.21,8.42
Steel Division: Normandy 44,PC,7.66,7.21,8.12
Arma Tactics,Android,6.87,7.21,6.53
The Long Siege,iOS,7.65,7.21,8.08
Operation Flashpoint: Dragon Rising,PS3,7.35,7.21,7.49
Age of Wonders: Planetfall,Xbox One,7.65,7.21,8.10
Original Journey,PC,6.75,7.21,6.29
Layers of Fear 2,PC,7.22,7.21,7.23
White Night,Xbox One,6.98,7.21,6.76
Team Sonic Racing,PC,7.36,7.21,7.52
Massive Chalice,PC,7.26,7.21,7.31
Mordheim: City of the Damned,PC,7.24,7.21,7.27
Pid,PC,7.09,7.21,6.97
Line Of Defense Tactics,Android,7.56,7.21,7.91
Star Wars: The Clone Wars – Republic Heroes,PS3,6.09,7.21,4.97
Tom Clancy's Ghost Recon Phantoms,PC,7.12,7.20,7.04
Star Wars Pinball 6,Android,7.68,7.20,8.16
XCOM: Chimera Squad,PC,7.40,7.20,7.59
Armored Core 4,PS3,7.11,7.20,7.02
RESIDENT EVIL 3,PC,7.48,7.20,7.75
World of Kings,Android,7.37,7.20,7.53
Deus Ex: Mankind Divided,PC,7.71,7.20,8.22
Bionic Commando Rearmed,PC,7.79,7.20,8.38
Captain Tsubasa: Dream Team,Android,7.11,7.20,7.02
Peggle Blast,Android,6.43,7.20,5.66
BEAT FEVER - Music Planet,Android,7.52,7.20,7.83
Heroes of Order & Chaos,Android,7.71,7.20,8.22
Arena of Valor,Android,7.50,7.20,7.80
Final Fantasy XV: A New Empire,Android,6.43,7.20,5.66
Glyph Quest Chronicles,Android,7.19,7.20,7.18
Darkspore,PC,6.98,7.20,6.77
Summer in Mara,PC,6.87,7.20,6.55
Memoranda,PC,6.64,7.20,6.08
1954: Alcatraz,PC,6.58,7.20,5.97
Pure Farming 2018,PS4,6.95,7.20,6.70
Hitman: Codename 47,PC,7.13,7.20,7.06
R.B.I. Baseball 15,PS4,6.42,7.20,5.64
Master of Orion,PC,7.29,7.20,7.39
Halo Wars 2,Xbox One,7.48,7.19,7.77
Thief,PC,6.94,7.19,6.70
Battle Fantasia: Revised Edition,PC,6.99,7.19,6.79
Dungeon Siege II,PC,7.42,7.19,7.66
They Are Billions,Xbox One,7.31,7.19,7.43
HARVEST MOON: Seeds Of Memories,iOS,7.08,7.19,6.98
Conglomerate 451,PC,7.00,7.19,6.82
Tahira: Echoes of the Astral Empire,PC,7.03,7.19,6.88
Massive Chalice,Xbox One,7.23,7.19,7.27
Ridge Racer Unbounded,PS3,7.20,7.19,7.21
Virginia,PS4,7.19,7.19,7.19
FIVE: Guardians of David,PC,6.87,7.19,6.56
Ruzzle Adventure,iOS,7.48,7.19,7.77
Wanted: Weapons of Fate,PS3,6.95,7.18,6.71
SpellTower+,iOS,7.51,7.18,7.83
Hearthstone: Heroes of Warcraft,iOS,8.18,7.18,9.17
Skater XL,PS4,6.60,7.18,6.02
Zenith,PC,6.42,7.18,5.66
Final Fantasy XIII,PC,6.92,7.18,6.66
Sniper: Ghost Warrior 2,PC,6.29,7.18,5.39
Railroad Corporation,PC,6.71,7.18,6.24
Pneuma: Breath of Life,PC,6.97,7.18,6.76
Dear Esther: Landmark Edition,Xbox One,6.96,7.18,6.73
Fuel,PC,6.91,7.18,6.63
Don't Knock Twice,PC,6.54,7.18,5.89
Sin Slayers,PC,6.65,7.18,6.13
Madden NFL 19,PS4,7.52,7.18,7.87
Football Manager Touch 2018,iOS,7.75,7.18,8.33
Evolve,Xbox One,7.53,7.18,7.87
#KillAllZombies,Xbox One,6.91,7.18,6.64
Strange Brigade,Xbox One,7.25,7.18,7.32
Action Henk,Xbox One,7.00,7.18,6.82
Adam's Venture Origins,PS4,6.85,7.18,6.53
Section 8,PC,7.15,7.17,7.12
Bridge Constructor Portal,Xbox One,7.38,7.17,7.58
Spy Chameleon,Xbox One,7.11,7.17,7.04
The Old City: Leviathan,PC,6.95,7.17,6.73
Need for Speed: Undercover,PS3,6.94,7.17,6.71
Tachyon Project,Xbox One,7.25,7.17,7.34
Asterix & Obelix XXL 3  - The Crystal Menhir,PC,6.68,7.17,6.19
