Name,Platform,Play Score,Game Score,Critic Score
Old School RuneScape,iOS,8.69,9.41,7.96
SEUM: Speedrunners from Hell,PC,8.24,9.41,7.06
Down the Rabbit Hole,PC,8.10,9.41,6.79
Shadow of the Colossus,PS4,9.16,9.41,8.91
Super Stardust Ultra,PS4,8.37,9.41,7.33
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,8.62,9.41,7.82
GORN,PC,8.78,9.41,8.14
Arcade Spirits,PC,8.66,9.41,7.91
Space Pioneer,iOS,8.91,9.41,8.41
Plague Inc.,iOS,8.66,9.41,7.92
Megadimension Neptunia VII,PS4,8.28,9.41,7.14
Bastion,PC,8.90,9.41,8.39
Dead Cells,iOS,8.75,9.41,8.09
Hungry Dragon,iOS,8.49,9.41,7.57
Yoshi's Crafted World,Switch,8.66,9.41,7.92
Scalak,iOS,8.59,9.41,7.77
Kick-Flight,iOS,8.59,9.41,7.78
Fire Emblem Fates: Birthright,3DS,8.82,9.41,8.23
Hotline Miami 2: Wrong Number,PS Vita,8.63,9.41,7.85
Hotline Miami 2: Wrong Number,PS4,8.59,9.41,7.77
Dragon Ball Fusions,3DS,8.24,9.40,7.08
Rez Infinite,PS4,8.99,9.40,8.58
Hatsune Miku: Project Diva F 2nd,PS Vita,8.63,9.40,7.85
Assemble with Care,iOS,8.60,9.40,7.80
Tearaway,PS Vita,9.05,9.40,8.70
Medieval II: Total War,PC,8.82,9.40,8.23
Dissembler,iOS,8.85,9.40,8.31
Metroid: Samus Returns,3DS,8.91,9.40,8.41
Nishan Shaman,iOS,8.65,9.40,7.91
Skullgirls,iOS,8.42,9.40,7.45
Alphabear 2,iOS,8.73,9.40,8.05
Skiing Yeti Mountain,iOS,8.63,9.40,7.87
Sound Shapes,PS Vita,8.87,9.40,8.33
PewDiePie's Tuber Simulator,Android,8.11,9.40,6.82
Duet,Android,8.79,9.40,8.18
Postknight,Android,8.53,9.40,7.66
Sky: Children of the Light,Android,8.97,9.40,8.53
Deemo,Android,8.48,9.40,7.56
Tacticool - 5v5 shooter,Android,8.65,9.40,7.90
Bitcoin Billionaire,Android,8.63,9.40,7.85
Disco Zoo,Android,8.35,9.40,7.30
Blendoku,Android,8.41,9.40,7.42
Super Cat Bros,Android,8.72,9.40,8.03
Super Stardust Delta,PS Vita,8.74,9.40,8.09
Summoner's Greed: Idle TD Endless Waves,Android,8.29,9.40,7.18
Super Cat Tales 2,Android,8.58,9.40,7.76
Cube Escape: The Cave,Android,8.49,9.40,7.58
The Frostrune,Android,8.47,9.40,7.53
Quadropus Rampage,Android,8.74,9.40,8.07
Polyforge,Android,8.45,9.40,7.51
Lost in Harmony,Android,8.77,9.40,8.14
DoDonPachi Resurrection,PC,8.80,9.40,8.19
Skiing Yeti Mountain,Android,8.79,9.40,8.18
Iron Marines,Android,8.81,9.40,8.22
The House of da Vinci,Android,8.71,9.40,8.03
Kingdom Rush,Android,8.88,9.40,8.36
Disco Elysium,PC,9.22,9.40,9.05
Blackwell Epiphany,PC,8.75,9.40,8.10
The Forest,PC,8.74,9.40,8.08
Frog Detective 2: The Case of the Invisible Wizard,PC,8.57,9.40,7.75
Mutazione,iOS,8.74,9.40,8.08
Aggretsuko : the short timer strikes back,Android,8.00,9.40,6.60
Rune Factory 4 Special,Switch,8.71,9.40,8.02
Celeste,PS4,8.91,9.40,8.42
Dragon Quest VIII: Journey of the Cursed King,3DS,8.92,9.40,8.44
Leo's Fortune,Android,8.83,9.40,8.26
J-Stars Victory Vs+,PS Vita,7.98,9.40,6.56
Gravity Rush Remastered,PS4,8.66,9.40,7.92
Lifeline: Whiteout,Android,8.49,9.40,7.58
Doom & Destiny Advanced,Android,7.96,9.40,6.53
Just Dance 2020,Switch,8.33,9.39,7.27
Borderlands: Game of the Year Edition,PS4,8.49,9.39,7.59
Dead Cells,PS4,8.94,9.39,8.49
Team Fortress 2,PC,8.83,9.39,8.26
Lone Echo,PC,8.87,9.39,8.34
Ori and the Will of the Wisps,PC,9.10,9.39,8.80
Impossible Creatures,PC,8.50,9.39,7.61
Death Stranding,PC,8.98,9.39,8.57
Cat Quest,Android,8.39,9.39,7.38
Fable Anniversary,Xbox 360,8.12,9.39,6.84
A Plague Tale: Innocence,PC,8.66,9.39,7.93
Unreal Tournament 2004,PC,8.83,9.39,8.26
3D Fantasy Zone II W,3DS,8.66,9.39,7.93
"Pokémon: Let's Go, Eevee!",Switch,8.70,9.39,8.01
Subnautica,PS4,8.78,9.39,8.17
Dying Light,PC,8.42,9.39,7.46
Phantom Breaker: Battle Grounds Overdrive,PS4,8.18,9.39,6.98
Devil May Cry 5,PC,8.99,9.39,8.59
Six Ages: Ride Like the Wind,iOS,8.93,9.39,8.47
Soul Knight,iOS,8.73,9.39,8.08
SpongeBob: Krusty Cook-Off,iOS,8.18,9.39,6.98
Rivals of Aether,PC,8.56,9.39,7.73
"Pokémon: Let's Go, Pikachu!",Switch,8.64,9.39,7.88
Plague Inc: Evolved,PC,8.50,9.39,7.61
Bloodborne,PS4,9.17,9.39,8.94
Super Mario Odyssey,Switch,9.52,9.39,9.65
This War of Mine,PC,8.82,9.39,8.26
Super Phantom Cat 2,iOS,8.67,9.39,7.95
Darkness Rises,iOS,8.55,9.39,7.71
Fairway Solitaire Blast,Android,8.21,9.39,7.03
OVIVO,iOS,8.91,9.38,8.44
Grumpy Cat's Worst Game Ever,iOS,8.63,9.38,7.87
Subsurface Circular,PC,8.68,9.38,7.97
SpeedRunners,PC,8.70,9.38,8.02
LONEWOLF,iOS,8.63,9.38,7.88
Doom,PC,8.84,9.38,8.30
Spiritfarer,PC,8.64,9.38,7.90
Borderlands 2,PS3,9.07,9.38,8.76
The Legend of Heroes: Trails of Cold Steel II,PC,8.59,9.38,7.81
Batman: Arkham Asylum,PC,9.00,9.38,8.63
Vignettes,iOS,8.66,9.38,7.94
Heat Signature,PC,8.50,9.38,7.63
Rebel Inc.,iOS,8.88,9.38,8.39
Just Dance 2020,Xbox One,8.44,9.38,7.50
Mutant Mudds Super Challenge,Wii U,8.51,9.38,7.65
Godzilla Defense Force,iOS,8.52,9.38,7.67
Thimbleweed Park,iOS,8.73,9.38,8.08
The Talos Principle: Deluxe Edition,PS4,9.04,9.38,8.69
DRAGON QUEST V,Android,8.75,9.38,8.12
Starman,iOS,8.73,9.38,8.08
Thimbleweed Park,Android,8.66,9.38,7.95
Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,8.84,9.38,8.30
Yakuza 0,PS4,8.90,9.38,8.41
Plants vs. Zombies,PS Vita,8.59,9.38,7.80
Chroma Squad,PC,8.56,9.38,7.75
Middle-earth: Shadow of Mordor,PS4,8.91,9.38,8.44
Dungeons 3,PC,8.29,9.38,7.20
Shantae and the Seven Sirens,PS4,8.32,9.38,7.26
Castle Crashers,PS3,8.64,9.38,7.90
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,PS Vita,8.64,9.38,7.91
Beholder,iOS,8.63,9.37,7.89
Soda Dungeon,iOS,8.73,9.37,8.08
Under Night In-Birth Exe: Late[St],PS4,8.57,9.37,7.77
Darkwood,PC,8.58,9.37,7.79
Boson X,Android,8.74,9.37,8.10
Slayaway Camp,iOS,8.80,9.37,8.23
Rayman Adventures,iOS,8.32,9.37,7.27
HUNTDOWN,PS4,8.76,9.37,8.14
Zero Escape: Virtue's Last Reward,PS Vita,8.85,9.37,8.33
Shenmue I & II,PS4,8.44,9.37,7.50
Football Manager 2020 Mobile,iOS,8.72,9.37,8.06
Child of Light,PS3,8.84,9.37,8.31
Salt and Sanctuary,PS4,8.79,9.37,8.22
Another Lost Phone: Laura's Story,Android,8.45,9.37,7.53
Dust: An Elysian Tail,iOS,8.89,9.37,8.40
Iron Marines,iOS,8.99,9.37,8.60
Door Kickers,PC,8.66,9.37,7.95
Assault Android Cactus,PC,8.66,9.37,7.95
Pokémon Mystery Dungeon: Rescue Team DX,Switch,8.20,9.37,7.04
EARTH DEFENSE FORCE 5,PC,8.47,9.37,7.58
Resident Evil Code: Veronica X,PS3,7.85,9.37,6.33
Valkyria Chronicles Remastered,PS4,8.81,9.37,8.25
Muramasa Rebirth,PS Vita,8.65,9.37,7.92
Splitter Critters,iOS,8.78,9.37,8.18
Sorcery! 3,Android,8.63,9.37,7.89
CrossCode,PC,8.66,9.37,7.95
Diablo III: Eternal Collection,Switch,9.02,9.37,8.68
ASTRO BOT Rescue Mission,PS4,9.02,9.37,8.67
Pokémon Café Mix,iOS,8.30,9.37,7.24
Postknight,iOS,8.47,9.37,7.58
Stupid Zombies 3,iOS,8.22,9.37,7.08
Book of Demons: Tablet Edition,iOS,9.12,9.37,8.87
Ion Fury,PC,8.54,9.37,7.71
TUROK REMASTERED,PC,8.04,9.37,6.72
Nightmares from the Deep™: The Siren’s Call (Full),iOS,8.82,9.37,8.27
One Step From Eden,PC,8.45,9.37,7.54
Ghostbusters: The Video Game Remastered,PS4,8.07,9.37,6.78
Transistor,PC,8.88,9.37,8.39
"Egg, Inc.",iOS,8.54,9.37,7.71
Bastion,PS4,8.70,9.36,8.04
Shadow Fight 2,iOS,8.51,9.36,7.66
Tales from Space: Mutant Blobs Attack,PS Vita,8.78,9.36,8.19
Card City Nights,Android,8.87,9.36,8.37
Shantae and the Pirate's Curse,PS4,8.34,9.36,7.31
Orcs Must Die! 2,PC,8.76,9.36,8.16
Story of Seasons: Trio of Towns,3DS,8.31,9.36,7.25
Disgaea 5: Alliance of Vengeance,PS4,8.64,9.36,7.93
Hyper Light Drifter,PC,8.86,9.36,8.36
Scott Pilgrim vs. the World: The Game,PS3,8.54,9.36,7.72
Unavowed,PC,8.80,9.36,8.23
Emily is Away Too,PC,8.63,9.36,7.89
Just Dance 2020,PS4,8.47,9.36,7.57
Bloodstained: Curse of the Moon,PS4,8.53,9.36,7.70
Gravity Rush 2,PS4,8.72,9.36,8.08
Noblemen: 1896,iOS,7.92,9.36,6.48
Speed Demons,iOS,8.59,9.36,7.83
Diablo III: Ultimate Evil Edition,PS3,8.78,9.36,8.20
Crashlands,iOS,9.21,9.36,9.06
Asphalt 9: Legends,iOS,8.64,9.36,7.93
Left 4 Dead,PC,8.89,9.36,8.43
Robo Recall,PC,8.64,9.35,7.92
Rocket League,PS4,8.84,9.35,8.32
Fell Seal: Arbiter's Mark,PS4,8.70,9.35,8.05
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Xbox One,8.43,9.35,7.50
Dragon Quest Builders 2,PS4,8.84,9.35,8.32
The Elder Scrolls V: Skyrim,PC,9.23,9.35,9.11
The Last Door - Collector's Edition,PC,8.32,9.35,7.28
Infested Planet,PC,8.30,9.35,7.26
Brothers: A Tale of Two Sons,PC,8.68,9.35,8.01
Taiko no Tatsujin: Drum Session!,PS4,8.33,9.35,7.32
Brawl Stars,iOS,8.50,9.35,7.65
Torchlight II,PC,8.91,9.35,8.46
Lovers in a Dangerous Spacetime,PC,8.69,9.35,8.03
Banner Saga,iOS,9.15,9.35,8.96
Epistory - Typing Chronicles,PC,8.65,9.35,7.95
Severed,iOS,9.19,9.35,9.03
Quell Zen+,iOS,8.51,9.35,7.67
VA-11 Hall-A: Cyberpunk Bartender Action,PS4,8.71,9.35,8.07
Tap Titans 2,iOS,8.47,9.35,7.58
GWENT: The Witcher Card Game,iOS,8.81,9.35,8.27
Persona Q: Shadow of the Labyrinth,3DS,8.81,9.35,8.26
Gravity Rush,PS Vita,8.70,9.35,8.05
supertype,iOS,8.53,9.35,7.70
Bitcoin Billionaire,iOS,8.70,9.35,8.05
Momodora: Reverie Under the Moonlight,PC,8.40,9.35,7.46
Jurassic GO - Dinosaur Snap Adventures,iOS,8.78,9.35,8.22
Dan The Man,iOS,8.84,9.35,8.33
Skylanders: Ring of Heroes,iOS,8.25,9.35,7.16
Call of Duty: Mobile,iOS,8.78,9.35,8.22
Killzone: Mercenary,PS Vita,8.52,9.35,7.69
Cuphead,PS4,8.84,9.35,8.34
Pigeon Wings,iOS,9.00,9.35,8.66
L.A. Noire,PS4,8.60,9.34,7.86
Just Dance 2019,Switch,8.25,9.34,7.15
Tomb Raider,PS3,8.85,9.34,8.36
Super Sharp,iOS,8.84,9.34,8.33
DERE EVIL EXE,iOS,8.59,9.34,7.83
XCOM: Enemy Unknown,PC,9.05,9.34,8.76
Cultist Simulator,iOS,8.58,9.34,7.82
Fire Emblem Heroes,iOS,8.27,9.34,7.19
Guilty Gear Xrd -REVELATOR-,PS4,8.84,9.34,8.34
The Messenger,PC,8.83,9.34,8.32
Bioshock Infinite,PS3,9.28,9.34,9.21
Stranger Things: The Game,iOS,8.61,9.34,7.87
The Guides Axiom,iOS,8.59,9.34,7.83
Shadowmatic,iOS,8.90,9.34,8.45
Shadowgun Legends,iOS,8.86,9.34,8.38
My Brother Rabbit,PC,8.40,9.34,7.46
Minecraft: Playstation Vita Edition,PS Vita,8.77,9.34,8.19
Amnesia: The Dark Descent,PC,8.65,9.34,7.96
Heroes and Castles,iOS,8.63,9.34,7.93
Honkai Impact 3rd,iOS,8.59,9.34,7.83
Trine,PC,8.61,9.34,7.87
Horizon Chase Turbo,PC,8.42,9.34,7.49
Bloons TD Battles,iOS,8.60,9.34,7.87
Tsioque,PC,8.23,9.34,7.13
G30,iOS,8.65,9.34,7.96
The House of da Vinci,iOS,8.59,9.34,7.83
Sdorica -sunset-,iOS,8.81,9.34,8.28
"Warhammer 40,000: Dawn of War - Soulstorm",PC,8.33,9.34,7.33
The Secret of Monkey Island: Special Edition,PC,8.69,9.34,8.05
Disneyland Adventures,Xbox One,7.94,9.34,6.54
Batman: Arkham City,PS3,9.18,9.34,9.02
The Elder Scrolls IV: Oblivion,PC,8.98,9.34,8.62
Grand Theft Auto V,PS3,9.29,9.34,9.24
One Piece: Pirate Warriors,PS3,8.14,9.34,6.93
Metal Gear Solid V: The Phantom Pain,PS4,9.25,9.34,9.16
Batman: Arkham City,PC,9.07,9.34,8.80
Atelier Meruru Plus: The Apprentice of Arland,PS Vita,8.03,9.34,6.73
Lightning Returns: Final Fantasy XIII,Xbox 360,7.91,9.34,6.49
LEGO DC Super-Villains,Switch,8.42,9.34,7.51
The Walking Dead: Season Two,PS4,8.58,9.34,7.83
Street Fighter IV Champion Edition,iOS,8.03,9.34,6.72
FlatOut 2,PC,8.50,9.34,7.66
Jurassic World: The Game,iOS,8.11,9.34,6.89
Doom,PS4,8.87,9.34,8.40
Dishonored: Definitive Edition,PS4,8.49,9.33,7.65
Cat Quest,iOS,8.78,9.33,8.23
Sky Force Reloaded,PS4,8.08,9.33,6.83
Blendoku 2,iOS,8.79,9.33,8.24
Digimon Story: Cyber Sleuth,PS Vita,8.40,9.33,7.46
The LEGO Movie 2 Videogame,Switch,7.86,9.33,6.38
The Gardens Between,iOS,8.79,9.33,8.25
Real Racing 3,iOS,8.86,9.33,8.39
Sky Force Reloaded,iOS,8.47,9.33,7.60
Resident Evil Zero HD Remaster,PS4,8.27,9.33,7.20
South Park: Phone Destroyer,iOS,8.17,9.33,7.00
One Piece: Pirate Warriors 3,PS4,8.37,9.33,7.41
WWE SuperCard,iOS,8.67,9.33,8.01
King's League: Odyssey,iOS,8.61,9.33,7.89
Morels,iOS,8.58,9.33,7.83
Odd Bot Out,Android,8.68,9.33,8.03
Crying Suns,iOS,8.94,9.33,8.55
Furdemption - A Quest For Wings,iOS,8.72,9.33,8.12
Forgotton Anne,iOS,8.52,9.33,7.71
Shantae: Half-Genie Hero,PS4,8.56,9.33,7.79
Knights and Bikes,PS4,8.46,9.33,7.59
Reigns,iOS,8.84,9.33,8.35
Trials of Mana,PC,8.46,9.33,7.59
KAMI 2,iOS,8.52,9.33,7.72
KAMI,iOS,8.56,9.33,7.79
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,8.60,9.33,7.87
SWORD ART ONLINE: Memory Defrag,iOS,8.29,9.33,7.25
Saint Seiya: Soldiers' Soul,PS4,7.62,9.33,5.91
Lies Beneath,PC,8.38,9.33,7.44
Nex Machina,PS4,8.96,9.33,8.58
Amateur Surgeon 4,iOS,8.45,9.33,7.58
Star Ocean: Till the End of Time,PS4,8.36,9.33,7.39
Enter the Gungeon,PS4,8.72,9.33,8.12
Overload,PC,8.39,9.32,7.45
Super Smash Bros. for Nintendo 3DS,3DS,8.96,9.32,8.60
BlazBlue: Chrono Phantasma EXTEND,PS4,8.58,9.32,7.84
Trailer Park Boys: Greasy Money,iOS,8.70,9.32,8.08
Bridge Constructor Portal,iOS,8.56,9.32,7.79
Dark Souls II: Scholar of the First Sin,PS4,8.90,9.32,8.48
Forbidden Desert,iOS,8.70,9.32,8.08
Mars: Mars,iOS,8.40,9.32,7.49
Combo Critters,iOS,8.74,9.32,8.17
The Horus Heresy: Legions,iOS,8.45,9.32,7.58
Clumsy Ninja,iOS,8.66,9.32,7.99
Final Fantasy XII: The Zodiac Age,PS4,8.90,9.32,8.47
Dude Perfect 2,iOS,8.08,9.32,6.83
Diablo III,PS3,8.91,9.32,8.50
Million Onion Hotel,Android,8.68,9.32,8.03
Gato Roboto,PC,8.55,9.32,7.79
Pistol Whip,PS4,8.87,9.32,8.43
LEGO The Incredibles,Switch,8.01,9.32,6.70
Yakuza 5,PS3,8.79,9.32,8.25
Monster Hunter: World,PS4,9.10,9.32,8.88
The King of Fighters ALLSTAR,iOS,8.52,9.32,7.73
Steins;Gate,PS Vita,8.62,9.32,7.92
Planet Quest,iOS,8.97,9.32,8.62
Call of Juarez: Gunslinger,PC,8.51,9.32,7.71
Guilty Gear Xrd -SIGN-,PS4,8.74,9.32,8.17
Clash of Clans,iOS,8.54,9.32,7.76
Flipping Legend,iOS,9.12,9.32,8.92
NBA 2K Mobile Basketball,iOS,8.20,9.32,7.08
Yu-Gi-Oh! Duel Links,iOS,8.67,9.32,8.02
Final Fantasy XII: The Zodiac Age,Switch,8.81,9.32,8.30
Planescape: Torment - Enhanced Edition,PC,8.66,9.32,8.01
Pixel Starships: 8Bit Space Sim Strategy MMO RPG,iOS,7.82,9.32,6.33
FIVE NIGHTS AT FREDDY'S VR: HELP WANTED,PS4,8.49,9.32,7.67
Hungry Shark World,iOS,8.59,9.32,7.86
Super Hydorah,iOS,8.72,9.32,8.13
Zwei: The Ilvard Insurrection,PC,8.45,9.32,7.59
Chess Rush,iOS,8.69,9.31,8.07
Audiosurf,PC,8.59,9.31,7.86
Call of Duty: Modern Warfare,Xbox One,8.66,9.31,8.01
Tiny Guardians,iOS,8.69,9.31,8.07
Need for Speed No Limits,iOS,8.46,9.31,7.61
Super Meat Boy,PC,8.83,9.31,8.34
Bombastic Brothers – Top Squad,iOS,8.51,9.31,7.71
The Room VR: A Dark Matter,PS4,8.37,9.31,7.43
Chroma Squad,Android,8.42,9.31,7.53
Momodora: Reverie Under the Moonlight,PS4,8.41,9.31,7.52
Cities: Skylines - Xbox One Edition,Xbox One,8.54,9.31,7.77
Injustice: Gods Among Us,iOS,8.33,9.31,7.34
Tales of Vesperia: Definitive Edition,PS4,8.67,9.31,8.03
Tetris Effect,PS4,9.03,9.31,8.74
SHIN MEGAMI TENSEI D×２,iOS,8.50,9.31,7.69
WarFriends,iOS,8.39,9.31,7.48
Hotline Miami,PS Vita,8.88,9.31,8.44
Knighthood,iOS,8.56,9.31,7.81
Magic: The Gathering – Duels of the Planeswalkers 2013,PS3,8.28,9.31,7.25
Darkest Dungeon,PS4,8.68,9.31,8.06
Disco Zoo,iOS,8.09,9.31,6.87
Max: The Curse of Brotherhood,PC,8.13,9.31,6.96
Whispers of a Machine,Android,8.67,9.31,8.03
Machinarium,PC,8.77,9.31,8.23
Assassin's Creed Rebellion,iOS,8.28,9.31,7.26
Valfaris,PS4,8.61,9.31,7.91
Human Resource Machine,PC,8.41,9.31,7.52
Hatoful Boyfriend,PC,7.94,9.31,6.57
Bloodstained: Curse of the Moon,PC,8.48,9.31,7.65
Dragon Ball Z: Kakarot,PS4,8.33,9.31,7.35
Tap Titans,iOS,7.71,9.31,6.10
Clicker Heroes,iOS,8.31,9.31,7.30
Mutazione,PC,8.43,9.31,7.56
Saints Row: The Third Remastered,PS4,8.29,9.30,7.28
Puppeteer,PS3,8.85,9.30,8.40
Fallout Shelter,iOS,8.41,9.30,7.52
Steredenn,iOS,8.99,9.30,8.67
Blades of Brim,iOS,8.50,9.30,7.70
BlazBlue: Central Fiction,PS3,8.56,9.30,7.81
I Expect You To Die,PC,8.45,9.30,7.61
Warriors Orochi 3 Ultimate,PS3,8.35,9.30,7.40
Arcana Heart 3,PS3,8.28,9.30,7.25
Plants vs Zombies 2,iOS,9.04,9.30,8.77
Tangle Tower,PC,8.11,9.30,6.91
Nonstop Chuck Norris,iOS,8.32,9.30,7.34
Twinfold,iOS,8.83,9.30,8.37
Interlocked,iOS,8.38,9.30,7.46
Fire Emblem: Three Houses,Switch,9.07,9.30,8.83
Stellaris: Console Edition,PS4,8.59,9.30,7.88
Dead Nation,PS Vita,8.11,9.30,6.92
Bacon Escape,iOS,8.50,9.30,7.71
Yakuza 6: The Song of Life,PS4,8.83,9.30,8.35
Polybius,PS4,8.65,9.30,8.00
Sayonara Wild Hearts,iOS,8.77,9.30,8.24
Heave Ho,PC,8.39,9.30,7.47
"King Rabbit - Find Gold, Rescue Bunnies",iOS,8.89,9.30,8.48
Darkest Dungeon,PS Vita,8.78,9.30,8.25
Batman: Arkham Knight,PS4,9.04,9.30,8.78
Odin Sphere: Leifthrasir,PS4,9.01,9.30,8.73
TRANSFORMERS: Forged to Fight,iOS,8.48,9.30,7.67
DARQ,PC,8.16,9.30,7.03
inFAMOUS 2,PS3,8.79,9.30,8.29
Good Knight Story,iOS,8.69,9.30,8.08
Build Away! - Idle City Builder,iOS,7.78,9.30,6.27
Rusty Lake: Roots,iOS,8.67,9.30,8.05
Human: Fall Flat,PC,8.21,9.30,7.12
Senran Kagura: Shinovi Versus,PC,8.02,9.30,6.74
Crysis,PS3,8.59,9.30,7.88
Identity V,iOS,8.44,9.30,7.58
Dungeon Hunter Champions,iOS,7.96,9.30,6.63
Tales of Monkey Island,PS3,8.59,9.30,7.88
Under Night In-Birth Exe:Late,PS3,8.58,9.30,7.86
DOOM 64,PS4,8.36,9.30,7.42
Kenshi,PC,8.47,9.30,7.63
Yakuza Kiwami 2,PS4,8.86,9.30,8.43
Brass Tactics,PC,8.51,9.30,7.73
Nintendo LABO - Vehicle Kit,Switch,8.26,9.29,7.22
Rush: A DisneyPixar Adventure,Xbox One,8.14,9.29,6.99
"Warhammer 40,000: Dawn of War",PC,8.59,9.29,7.89
The House of the Dead 4,PS3,8.22,9.29,7.15
Grand Theft Auto V,PS4,9.32,9.29,9.35
Kerbal Space Program,PC,8.95,9.29,8.61
Nexomon,iOS,8.18,9.29,7.07
SEKIRO: Shadows Die Twice,PC,9.07,9.29,8.84
Dark Souls III,PC,9.01,9.29,8.73
PC Building Simulator,PC,8.34,9.29,7.38
.projekt,iOS,8.68,9.29,8.07
Where Shadows Slumber,Android,8.76,9.29,8.22
LittleBigPlanet 2,PS3,9.11,9.29,8.92
Senran Kagura: Estival Versus,PS4,8.16,9.29,7.03
Sling Kong,iOS,8.58,9.29,7.87
Ultimate Marvel vs. Capcom 3,PS4,8.49,9.29,7.68
Half-Life 2: Episode One,PC,8.83,9.29,8.38
ONE PIECE Bounty Rush,iOS,8.06,9.29,6.83
Steins;Gate 0,PS4,8.62,9.29,7.95
Sorcery! 4,Android,8.82,9.29,8.35
Fallout 4,PS4,9.01,9.29,8.72
Puzzle Retreat,iOS,8.53,9.29,7.76
Nintendo Labo: Toycon 04 VR Kit,Switch,8.38,9.29,7.47
CSR Classics,iOS,8.21,9.29,7.14
One Piece: Pirate Warriors 3,PS Vita,8.15,9.29,7.02
Rise of the Tomb Raider,PC,8.87,9.29,8.44
Outer Wilds,PC,8.93,9.29,8.58
Hyperforma,iOS,8.26,9.29,7.24
Valiant Hearts: The Great War,iOS,8.84,9.29,8.39
Mafia II,PC,8.48,9.29,7.68
SteamWorld Dig 2,PS4,8.68,9.29,8.07
Hitman: Sniper,iOS,8.56,9.29,7.83
Guilty Gear Xrd Rev 2,PS4,8.82,9.29,8.35
OPUS: Rocket of Whispers,iOS,8.75,9.29,8.21
Flower,PS3,8.76,9.29,8.23
Merge Dragons!,iOS,8.43,9.29,7.58
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,PS4,8.07,9.29,6.86
Cat Quest II,PS4,8.54,9.29,7.80
Bejeweled 3,PC,8.67,9.29,8.05
Etrian Odyssey 2 Untold: The Fafnir Knight,3DS,8.72,9.29,8.15
Super Mario Party,Switch,8.48,9.29,7.68
Dragon Project,iOS,8.48,9.29,7.67
King Tongue,iOS,8.78,9.29,8.27
Nonstop Knight,iOS,8.36,9.29,7.43
The Legend of Heroes: Trails of Cold Steel III,PS4,8.71,9.29,8.14
Overcooked! 2,PS4,8.62,9.28,7.96
Slayaway Camp,PC,8.71,9.28,8.14
A Dark Room,iOS,8.46,9.28,7.64
MediEvil,PS4,8.12,9.28,6.96
Mario Kart Tour,iOS,7.56,9.28,5.84
Angry Birds Transformers,iOS,8.16,9.28,7.03
Marvel's Spider-Man,PS4,9.04,9.28,8.80
8bit Doves,Android,8.33,9.28,7.38
Ys: Memories of Celceta,PS4,8.37,9.28,7.46
Fire Emblem Echoes: Shadows of Valentia,3DS,8.73,9.28,8.18
Sly Cooper: Thieves in Time,PS Vita,8.45,9.28,7.62
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,8.46,9.28,7.65
Red Dead Redemption,PS3,9.19,9.28,9.09
Hacknet,PC,8.59,9.28,7.91
Rise of the Tomb Raider: 20 Year Celebration,PS4,8.90,9.28,8.52
Pit People,PC,8.55,9.28,7.81
Space Marshals 2,iOS,9.01,9.28,8.73
Mass Effect 2,PS3,9.22,9.28,9.17
Jurassic Monster World 3D FPS,iOS,8.36,9.28,7.43
Life is Strange 2,PS4,8.35,9.28,7.41
Full Throttle Remastered,PS4,8.52,9.28,7.77
AlphaBetty Saga,iOS,8.36,9.28,7.45
"The Haunted Island, a Frog Detective Game",PC,8.33,9.28,7.38
Brutal Legend,PC,8.44,9.28,7.61
F1 2018,PS4,8.81,9.28,8.34
Forager,PC,8.30,9.28,7.33
Attack on Titan,PS3,8.33,9.28,7.38
ONE PIECE TREASURE CRUISE,iOS,8.37,9.27,7.46
Resident Evil 7: Biohazard,PC,8.69,9.27,8.11
The Elder Scrolls III: Morrowind,PC,8.56,9.27,7.86
NiGHTS into Dreams...,PS3,8.34,9.27,7.40
Splasher,PC,8.58,9.27,7.89
APE OUT,PC,8.65,9.27,8.03
FAR: Lone Sails,PC,8.65,9.27,8.03
Infinifactory,PC,8.62,9.27,7.96
Windjammers,PS4,8.47,9.27,7.68
Seashine,iOS,8.14,9.27,7.00
DRAGON QUEST BUILDERS 2,PC,8.70,9.27,8.13
PixelJunk Shooter,PS3,8.68,9.27,8.09
Red Orchestra 2: Heroes of Stalingrad,PC,8.31,9.27,7.36
Star Wars: Battlefront II (2005),PC,8.53,9.27,7.79
"Warhammer 40,000: Freeblade",iOS,8.17,9.27,7.08
Kero Blaster,PC,8.65,9.27,8.03
Dropsy,PC,8.60,9.27,7.94
A Fisherman's Tale,PC,8.55,9.27,7.83
Aviary Attorney,PC,8.14,9.27,7.01
Milkmaid of the Milky Way,PC,8.32,9.27,7.38
JoJo's Bizarre Adventure: All-Star Battle,PS3,8.20,9.27,7.12
Sleeping Dogs,PS3,8.80,9.27,8.33
Portal 2,PS3,9.16,9.27,9.05
Risk of Rain,PC,8.46,9.27,7.66
OKAMI HD,PC,8.94,9.27,8.60
Basketball Stars,iOS,8.47,9.27,7.67
AFK Arena,iOS,8.43,9.27,7.59
Heroes and Castles 2 Premium,iOS,8.23,9.27,7.19
